gbifid,datasetkey,occurrenceid,kingdom,phylum,class,order,family,genus,species,infraspecificepithet,taxonrank,scientificname,verbatimscientificname,verbatimscientificnameauthorship,countrycode,locality,stateprovince,occurrencestatus,individualcount,publishingorgkey,decimallatitude,decimallongitude,coordinateuncertaintyinmeters,coordinateprecision,elevation,elevationaccuracy,depth,depthaccuracy,eventdate,day,month,year,taxonkey,specieskey,basisofrecord,institutioncode,collectioncode,catalognumber,recordnumber,identifiedby,dateidentified,license,rightsholder,recordedby,typestatus,establishmentmeans,lastinterpreted,mediatype,issue
4103132664,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/156696819,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia ciliata,,SPECIES,Phacelia ciliata Benth.,Phacelia ciliata,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.209184,-119.870531,3,NA,NA,NA,NA,NA,2023-04-25T11:53:34Z,25,4,2023,2928053,2928053,HUMAN_OBSERVATION,iNaturalist,Observations,156696819,,Kate Bauer,2023-04-26T06:17:28Z,CC_BY_NC_4_0,Kate Bauer,Kate Bauer,,,2023-09-13T17:20:36Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4102802442,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/157593791,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia ciliata,,SPECIES,Phacelia ciliata Benth.,Phacelia ciliata,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.081078,-119.57898,8,NA,NA,NA,NA,NA,2023-04-18T15:52:46Z,18,4,2023,2928053,2928053,HUMAN_OBSERVATION,iNaturalist,Observations,157593791,,Duncan Bell,2023-04-29T14:31:07Z,CC_BY_NC_4_0,Duncan Bell,Duncan Bell,,,2023-09-13T17:20:28Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4102604679,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/156686489,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia ciliata,,SPECIES,Phacelia ciliata Benth.,Phacelia ciliata,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,34.990395,-119.482422,4,NA,NA,NA,NA,NA,2023-04-21T12:48:15Z,21,4,2023,2928053,2928053,HUMAN_OBSERVATION,iNaturalist,Observations,156686489,,jenneli,2023-04-26T03:53:43Z,CC_BY_NC_4_0,jenneli,jenneli,,,2023-09-13T17:20:44Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4096965712,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/156536167,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia ciliata,,SPECIES,Phacelia ciliata Benth.,Phacelia ciliata,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.031206,-119.486222,4,NA,NA,NA,NA,NA,2023-04-24T14:02:25Z,24,4,2023,2928053,2928053,HUMAN_OBSERVATION,iNaturalist,Observations,156536167,,Chris,2023-04-25T05:26:24Z,CC_BY_NC_4_0,Chris,Chris,,,2023-09-13T17:38:02Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4096878250,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/155993086,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia ciliata,,SPECIES,Phacelia ciliata Benth.,Phacelia ciliata,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.206122,-119.854,NA,NA,NA,NA,NA,NA,2023-04-18T13:06:59Z,18,4,2023,2928053,2928053,HUMAN_OBSERVATION,iNaturalist,Observations,155993086,,joergmlpts,2023-04-22T03:22:06Z,CC_BY_4_0,joergmlpts,joergmlpts,,,2023-09-13T17:21:19Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4096873945,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/155763738,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia ciliata,,SPECIES,Phacelia ciliata Benth.,Phacelia ciliata,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.015458,-119.56002,4,NA,NA,NA,NA,NA,2023-04-19T16:14:47Z,19,4,2023,2928053,2928053,HUMAN_OBSERVATION,iNaturalist,Observations,155763738,,Matt Guilliams,2023-04-20T16:09:09Z,CC_BY_NC_4_0,Matt Guilliams,Matt Guilliams,,,2023-09-13T17:39:39Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4096872674,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/155094409,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia ciliata,,SPECIES,Phacelia ciliata Benth.,Phacelia ciliata,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.219167,-119.854728,3,NA,NA,NA,NA,NA,2023-04-15T17:37:29Z,15,4,2023,2928053,2928053,HUMAN_OBSERVATION,iNaturalist,Observations,155094409,,Natalie Low (they/them),2023-04-16T03:23:32Z,CC_BY_NC_4_0,Natalie Low (they/them),Natalie Low (they/them),,,2023-09-13T17:39:15Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4096857694,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/155473721,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia ciliata,,SPECIES,Phacelia ciliata Benth.,Phacelia ciliata,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.20892,-119.870012,7,NA,NA,NA,NA,NA,2023-04-17T17:07:37Z,17,4,2023,2928053,2928053,HUMAN_OBSERVATION,iNaturalist,Observations,155473721,,ereadp,2023-04-18T14:46:15Z,CC_BY_NC_4_0,ereadp,ereadp,,,2023-09-13T17:20:46Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4096839669,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/155246979,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia ciliata,,SPECIES,Phacelia ciliata Benth.,Phacelia ciliata,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.182172,-119.844605,5,NA,NA,NA,NA,NA,2023-04-15T12:48:35Z,15,4,2023,2928053,2928053,HUMAN_OBSERVATION,iNaturalist,Observations,155246979,,Kenneth Rangel,2023-04-16T23:37:37Z,CC_BY_NC_4_0,Kenneth Rangel,Kenneth Rangel,,,2023-09-13T17:38:35Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4096804693,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/154893140,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia ciliata,,SPECIES,Phacelia ciliata Benth.,Phacelia ciliata,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,37.263837,-120.914367,3,NA,NA,NA,NA,NA,2023-04-14T09:30:50Z,14,4,2023,2928053,2928053,HUMAN_OBSERVATION,iNaturalist,Observations,154893140,,F. Takahashi,2023-04-14T23:43:43Z,CC_BY_NC_4_0,F. Takahashi,F. Takahashi,,,2023-09-13T17:20:50Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
