gbifid,species,month,year,decimallatitude,decimallongitude
2421708359,Atriplex polycarpa,3,2008,35.270831,-119.94279
2421706348,Atriplex polycarpa,3,2008,35.140457,-118.111656
2421694929,Atriplex polycarpa,4,2006,36.098577,-118.946131
2421693528,Atriplex polycarpa,4,2006,36.101933,-118.923665
2283164224,Atriplex polycarpa,6,2019,33.636547,-116.413672
2273200818,Atriplex polycarpa,4,2019,32.862197,-116.21543
2270238592,Atriplex polycarpa,9,2014,35.598,-120.315
2270176005,Atriplex polycarpa,9,2005,35.046667,-119.696667
2242734955,Atriplex polycarpa,4,2018,33.097622,-116.476033
2236239747,Atriplex polycarpa,4,2019,33.112791,-116.445284
2236205653,Atriplex polycarpa,3,2019,33.798855,-116.291628
2028507181,Atriplex polycarpa,3,2019,33.754327,-116.195648
2005299125,Atriplex polycarpa,2,2019,33.800348,-116.301328
1993703508,Atriplex polycarpa,3,2015,36.53957,-120.835263
1990616239,Atriplex polycarpa,1,2019,33.825195,-116.327563
1990616238,Atriplex polycarpa,1,2019,33.892229,-116.292397
1990592485,Atriplex polycarpa,1,2019,33.670933,-116.410147
1990560727,Atriplex polycarpa,1,2019,33.832683,-116.303713
1990483221,Atriplex polycarpa,1,2019,32.911303,-116.25
1978460945,Atriplex polycarpa,12,2018,35.307461000000004,-117.326222
1978447767,Atriplex polycarpa,12,2018,33.210555,-116.314933
1950021913,Atriplex polycarpa,12,2018,33.008333,-116.224444
1950005022,Atriplex polycarpa,12,2018,33.18904,-116.177541
1949993300,Atriplex polycarpa,12,2018,33.283056,-116.144722
1949989772,Atriplex polycarpa,11,2018,35.972377,-116.26983
1948782457,Atriplex polycarpa,12,2018,33.317792,-116.216505
1948777975,Atriplex polycarpa,12,2018,32.903828,-116.250419
1948750161,Atriplex polycarpa,11,2018,32.995556,-116.246111
1945432547,Atriplex polycarpa,11,2018,32.930455,-116.272456
1945426841,Atriplex polycarpa,11,2018,32.969796,-116.356545
1944420657,Atriplex polycarpa,3,2016,36.592252,-116.994658
1935631907,Atriplex polycarpa,12,2015,36.445461,-118.036652
1931500579,Atriplex polycarpa,10,2018,36.415279,-118.012222
1920845649,Atriplex polycarpa,10,2018,33.371514,-116.423704
1920841639,Atriplex polycarpa,10,2018,32.896006,-116.259513
1920831859,Atriplex polycarpa,10,2018,33.138075,-116.373878
1890730066,Atriplex polycarpa,9,2017,33.243437,-116.35858
1880533794,Atriplex polycarpa,6,2018,36.798526,-118.173904
1850991234,Atriplex polycarpa,3,2017,33.299744,-116.146791
1848764880,Atriplex polycarpa,5,2018,32.929177,-116.253957
1848754435,Atriplex polycarpa,5,2018,32.938343,-116.263092
1847490289,Atriplex polycarpa,4,2018,33.372807,-116.425703
1841259880,Atriplex polycarpa,4,2018,32.916022,-116.241956
1841226914,Atriplex polycarpa,4,2018,32.908665,-116.249685
1836628843,Atriplex polycarpa,3,2018,33.155655,-116.483156
1836628814,Atriplex polycarpa,3,2018,33.155758,-116.481667
1836617323,Atriplex polycarpa,3,2018,33.297338,-114.757046
1831222292,Atriplex polycarpa,2,2018,33.368056,-116.443056
1831187861,Atriplex polycarpa,2,2018,32.983056,-116.221944
1831177129,Atriplex polycarpa,2,2018,33.289549,-116.103237
1831089718,Atriplex polycarpa,2,2018,33.37097,-116.42973
1807319495,Atriplex polycarpa,2,2018,32.94408,-116.275497
1807308690,Atriplex polycarpa,2,2018,32.832222,-116.228889
1807301065,Atriplex polycarpa,2,2018,32.949141,-116.28361
1806368678,Atriplex polycarpa,1,2018,33.36534,-116.417588
1806361063,Atriplex polycarpa,1,2018,33.379250999999996,-116.452576
1806352775,Atriplex polycarpa,1,2018,33.376657,-116.447537
1806352210,Atriplex polycarpa,1,2018,33.371868,-116.447991
1806334677,Atriplex polycarpa,1,2018,33.10059,-116.47396
1805413940,Atriplex polycarpa,1,2018,33.105978,-116.495211
1805403494,Atriplex polycarpa,1,2018,33.365863,-116.413442
1805388926,Atriplex polycarpa,1,2018,33.246612,-116.351992
1802793845,Atriplex polycarpa,1,2018,33.369837,-116.422173
1802793200,Atriplex polycarpa,1,2018,33.371831,-116.440548
1802751008,Atriplex polycarpa,12,2017,33.789419,-116.250124
1802703648,Atriplex polycarpa,12,2017,33.233909,-116.327531
1802648913,Atriplex polycarpa,12,2017,33.129691,-116.432621
1802648874,Atriplex polycarpa,12,2017,33.129623,-116.431977
1802645252,Atriplex polycarpa,11,2017,33.133718,-116.310844
1802632975,Atriplex polycarpa,9,2017,33.247704,-116.36079
1703160868,Atriplex polycarpa,11,2017,33.26315,-116.236726
1702467073,Atriplex polycarpa,11,2017,33.161043,-116.257817
1699395858,Atriplex polycarpa,11,2017,33.179855,-116.245778
1699369934,Atriplex polycarpa,10,2017,33.234089,-116.356078
1677288006,Atriplex polycarpa,10,2017,33.220819,-116.265856
1677284241,Atriplex polycarpa,10,2017,33.215155,-116.229583
1677256022,Atriplex polycarpa,1,2015,32.954547,-114.510713
1671731581,Atriplex polycarpa,10,2017,33.137191,-116.39276
1671727070,Atriplex polycarpa,10,2017,33.129772,-116.429503
1671726981,Atriplex polycarpa,10,2017,33.136345,-116.401574
1671725759,Atriplex polycarpa,10,2017,35.27105,-119.82649
1671722536,Atriplex polycarpa,10,2017,33.257406,-116.303358
1668901589,Atriplex polycarpa,10,2017,33.243691,-116.35897
1668887689,Atriplex polycarpa,10,2017,33.235232,-116.359809
1668878764,Atriplex polycarpa,9,2017,33.202205,-116.241715
1668878721,Atriplex polycarpa,9,2017,33.209748,-116.230996
1668878548,Atriplex polycarpa,9,2017,33.19435,-116.248461
1668862813,Atriplex polycarpa,9,2017,33.243077,-116.354966
1640092965,Atriplex polycarpa,9,2017,33.2332,-116.353384
1453286150,Atriplex polycarpa,11,2016,34.892214,-114.761011
1453125495,Atriplex polycarpa,10,2016,37.182408,-120.620797
1262385949,Atriplex polycarpa,3,2016,36.590378,-116.989481
