id,lat,lon,date,source
4121121650,37.343158,-122.180267,2023-05-16,gbif
4121088313,37.209883,-121.801118,2019-03-25,gbif
4121084148,32.749767,-116.94082,2023-05-18,gbif
4121033320,37.334187,-122.105653,2019-03-21,gbif
4121029311,37.208667,-121.802543,2019-04-21,gbif
4121008469,37.091695,-121.722472,2023-04-29,gbif
4121002503,37.887438,-122.223892,2023-05-09,gbif
4120986526,37.499012,-122.231096,2023-05-21,gbif
4120898308,37.202708,-121.53549,2018-04-22,gbif
4120892344,37.210586,-121.717947,2020-03-11,gbif
4120869533,34.117494,-117.774552,2023-04-17,gbif
4116654593,33.551575,-117.66193,2023-01-27,gbif
4116542770,36.482254,-121.218362,2023-05-06,gbif
4116508104,38.234317,-122.989508,2023-05-13,gbif
4116284463,34.089589,-117.997445,2023-02-20,gbif
4116182137,33.88377,-117.700538,2021-03-20,gbif
4116171684,36.016471,-120.909179,2023-05-11,gbif
4116125909,39.272765,-123.175394,2023-05-04,gbif
4116092497,36.812728,-121.782762,2023-04-22,gbif
4116083671,32.69745,-116.856983,2023-04-28,gbif
4112214108,34.215114,-118.919422,2023-05-08,gbif
4112116427,33.061119,-117.070647,2023-02-24,gbif
4112074765,36.451367,-118.86622,2023-05-01,gbif
4112040541,32.779951,-117.075283,2023-05-06,gbif
4112030740,35.241768,-119.907473,2023-04-10,gbif
4111865219,33.590988,-117.609026,2023-05-09,gbif
4111839115,33.828122,-118.342697,2023-05-06,gbif
4111802139,33.101672,-117.211783,2023-05-01,gbif
4111793463,37.955248,-121.863953,2023-04-09,gbif
4111787699,36.462847,-121.784813,2023-05-01,gbif
4111773605,38.28615,-122.516357,2023-04-30,gbif
4111751698,38.305192,-122.454994,2023-05-01,gbif
4111745727,32.821788,-117.014475,2023-05-01,gbif
4111745450,33.048325,-117.0785,2023-04-08,gbif
4111726425,33.059281,-117.076255,2023-04-02,gbif
4111701088,32.554947,-117.088044,2023-04-30,gbif
4111669664,34.032204,-118.045267,2023-04-30,gbif
4111666029,34.779728,-118.502365,2023-04-28,gbif
4111659250,33.683975,-118.025117,2023-05-04,gbif
4111647348,38.762089,-121.645678,2022-03-08,gbif
4111642334,37.663322,-121.936824,2021-02-28,gbif
4111635435,34.019591,-117.176053,2023-02-11,gbif
4111631684,38.80005,-121.341318,2023-04-30,gbif
4111631435,33.05077,-117.077186,2023-03-04,gbif
4111611481,37.063939,-121.20678,2023-04-24,gbif
4111605372,33.015817,-117.022286,2022-04-02,gbif
4111585470,36.974633,-119.637305,2023-03-17,gbif
4111578462,37.623055,-122.124252,2023-04-15,gbif
4111576168,39.038823,-122.420878,2022-04-11,gbif
4111565278,33.079022,-117.024353,2023-05-03,gbif
4104086404,37.101155,-119.545933,2022-04-07,gbif
4104084334,35.10088,-120.08385,2021-04-03,gbif
4104082314,39.791928,-120.099572,2021-06-13,gbif
4103490402,33.746789,-118.406396,2023-05-01,gbif
4103448427,38.538314,-121.739641,2023-05-01,gbif
4103437345,33.743675,-118.407347,2023-05-01,gbif
4103405513,38.135222,-122.587279,2023-04-27,gbif
4103372386,38.578689,-121.342047,2023-05-01,gbif
4103352622,38.827883,-122.344178,2023-04-27,gbif
4103350072,37.167528,-121.74011900000001,2023-04-29,gbif
4103291164,33.086945,-117.141655,2023-04-28,gbif
4103280929,37.191612,-121.837358,2023-04-30,gbif
4103252987,33.595487,-117.757932,2023-04-30,gbif
4103250371,36.212611,-118.802052,2023-04-29,gbif
4103229464,32.840386,-117.037857,2023-05-01,gbif
4103223744,38.442333,-122.650947,2023-04-26,gbif
4103202461,33.003158,-116.723205,2023-02-19,gbif
4103194168,37.170503,-121.757987,2023-04-28,gbif
4103183396,37.320862,-122.20723,2022-04-05,gbif
4103181514,37.275273,-120.708746,2023-04-15,gbif
4103172286,32.775742,-117.188569,2023-04-28,gbif
4103150352,34.034736,-118.040955,2021-03-20,gbif
4103124114,38.803681,-121.328428,2023-04-28,gbif
4103104397,37.52625,-121.833425,2022-04-03,gbif
4103075353,38.434436,-122.508242,2023-04-30,gbif
4103069057,33.681033,-117.664463,2019-03-18,gbif
4103062544,37.342896,-121.713539,2023-04-30,gbif
4102944501,38.595408,-122.57316,2023-04-27,gbif
4102929454,38.848003,-122.390725,2023-05-01,gbif
4102923428,34.731563,-118.80568,2023-05-01,gbif
4102899554,33.549828,-117.56218,2023-04-29,gbif
4102892641,37.317937,-121.65614,2023-04-28,gbif
4102875086,37.789045,-121.921347,2023-04-28,gbif
4102821968,38.362889,-122.519251,2023-04-30,gbif
4102803585,33.621298,-117.799696,2023-04-29,gbif
4102792429,37.165599,-121.768795,2023-04-28,gbif
4102787887,34.592228,-120.136436,2023-04-29,gbif
4102786896,37.038032,-119.642951,2023-04-30,gbif
4102769583,33.778944,-118.333909,2023-04-29,gbif
4102762073,37.187315,-121.537922,2023-04-30,gbif
4102676560,36.498488,-121.211563,2023-04-19,gbif
4102651771,40.834949,-123.567481,2023-04-26,gbif
4102649239,33.773797,-117.763437,2023-04-28,gbif
4102644504,37.656188,-121.92402,2023-03-27,gbif
4102633559,33.692455,-117.654275,2023-04-16,gbif
4102627177,33.661224,-117.942247,2023-04-28,gbif
4102615514,36.867289,-119.559067,2023-04-15,gbif
4102585959,37.882563,-121.93923,2023-04-24,gbif
4096987415,33.094936,-117.201513,2023-04-21,gbif
4096981740,40.168238,-122.135567,2023-04-24,gbif
4096981508,34.119358,-118.761033,2023-04-22,gbif
4096981384,33.654128,-117.885912,2023-04-22,gbif
4096967618,38.226155,-122.136139,2023-04-24,gbif
4096941610,33.979331,-116.654181,2023-04-01,gbif
4096927596,33.045964,-117.080155,2023-04-23,gbif
4096869884,35.189864,-119.863297,2023-04-19,gbif
4096826047,37.683893,-122.414324,2023-04-20,gbif
4096815160,33.213846,-116.475774,2023-04-21,gbif
4096788637,37.206831,-121.894728,2023-03-25,gbif
4096770641,37.194115,-121.836563,2023-03-25,gbif
4096762910,34.713836,-120.475228,2023-03-25,gbif
4096753023,38.223411,-122.649883,2023-04-20,gbif
4096744392,38.412773,-122.690892,2023-04-22,gbif
4096709776,33.691328,-117.632878,2003-11-11,gbif
4096697331,37.386725,-122.173012,2023-04-22,gbif
4096672761,35.019258,-119.584431,2023-04-24,gbif
4096667414,38.275405,-122.254312,2023-04-22,gbif
4096600694,33.57423,-117.595078,2023-04-24,gbif
4096572853,33.671837,-117.399366,2023-04-19,gbif
4096566706,37.69931,-120.424202,2023-04-15,gbif
4096560737,37.897995,-121.935217,2023-04-14,gbif
4096559644,33.709152,-116.994143,2023-04-08,gbif
4096553885,37.899867,-122.014942,2023-04-19,gbif
4096552575,36.629289,-121.694061,2023-03-27,gbif
4096545871,38.493458,-122.359786,2023-04-13,gbif
4096541103,38.018567,-122.555528,2023-04-19,gbif
4096529608,38.848267,-122.35782,2023-04-10,gbif
4096525281,35.528936,-120.333092,2023-04-21,gbif
4096522981,34.465605,-119.23123,2023-04-15,gbif
4096522793,37.367533,-122.225738,2023-04-18,gbif
4096509605,37.209683,-121.880555,2023-03-19,gbif
4096492978,38.577792,-121.472047,2023-04-20,gbif
4096487024,37.225392,-121.795045,2023-04-20,gbif
4096484838,37.177734,-121.779488,2023-04-19,gbif
4096483695,37.383255,-122.179205,2023-04-18,gbif
4096482747,37.356433,-122.187156,2023-04-18,gbif
4096482627,37.8947,-122.004556,2023-04-10,gbif
4096478061,34.176964,-118.097042,2023-04-20,gbif
4096455098,37.316396,-121.711593,2023-04-16,gbif
4096453596,38.248108,-122.133658,2023-02-19,gbif
4096441047,33.547907,-117.726565,2023-01-21,gbif
4096435388,37.159989,-121.867085,2021-04-01,gbif
4096402646,37.171356,-121.85524,2023-04-10,gbif
4095571511,39.800833,-122.412778,2022-03-20,gbif
4091970350,32.544783,-117.099564,2023-04-15,gbif
4091966516,37.146611,-121.787336,2023-04-16,gbif
4091957564,37.340569,-122.124267,2023-04-16,gbif
4091952429,33.67753,-117.640241,2023-04-16,gbif
4091949292,38.274214,-122.240611,2023-04-15,gbif
4091941527,33.834907,-117.793126,2023-02-20,gbif
4091924610,33.902317,-117.451653,2023-02-26,gbif
4091920266,36.564209,-121.180351,2023-04-15,gbif
4091914510,33.834367,-117.790312,2023-02-20,gbif
4091906518,33.829685,-117.776503,2023-03-18,gbif
4091896579,34.269097,-118.655013,2023-03-03,gbif
4091885971,33.663487,-117.841325,2023-04-14,gbif
4091876377,40.670095,-122.646683,2023-04-13,gbif
4091874463,33.685883,-117.657936,2023-04-16,gbif
4091870461,33.649387,-117.812889,2023-04-16,gbif
4091869790,37.806018,-122.116925,2023-04-12,gbif
4091868391,37.08117,-121.457687,2023-04-14,gbif
4091857440,38.176645,-122.242072,2023-04-16,gbif
4091841585,33.859685,-117.755339,2023-04-05,gbif
4091830792,35.065078,-119.62603,2023-04-12,gbif
4091826349,35.240006,-119.908598,2023-04-15,gbif
4091824396,35.1552,-119.84572,2023-04-15,gbif
4091818369,37.973943,-122.586485,2023-04-16,gbif
4091817560,38.765297,-121.331439,2023-04-15,gbif
4091779563,37.028542,-119.673417,2023-04-06,gbif
4091769624,33.709,-118.041344,2023-04-04,gbif
4091760524,37.340334,-121.661374,2023-04-16,gbif
4091754437,38.966433,-121.193808,2023-04-14,gbif
4091754391,37.716935,-121.749268,2023-04-16,gbif
4091739428,33.483774,-117.043873,2023-04-16,gbif
4091737711,35.213636,-119.879981,2023-04-16,gbif
4091731574,37.026126,-119.435758,2023-04-06,gbif
4091718675,37.917625,-121.939163,2023-04-11,gbif
4091716134,33.07457,-117.283487,2023-04-13,gbif
4091708415,37.294372,-122.058311,2023-04-16,gbif
4091703351,33.899379,-117.943908,2023-04-16,gbif
4091678591,39.294779,-121.19262,2023-04-08,gbif
4091676528,38.426086,-122.64235,2023-04-16,gbif
4091669789,36.811163,-119.632606,2023-04-11,gbif
4091666571,37.10762,-121.06433,2023-04-17,gbif
4091662487,38.016733,-122.584046,2023-04-15,gbif
4091654042,33.896927,-117.887752,2023-04-14,gbif
4091641501,33.974426,-117.943267,2023-04-15,gbif
4091638271,37.996155,-122.212163,2023-04-15,gbif
4091633565,36.96307,-119.335075,2023-04-17,gbif
4091622406,38.864267,-122.399338,2022-04-08,gbif
4091598321,34.360693,-118.39163,2023-04-16,gbif
4091594787,38.653325,-121.218283,2023-04-10,gbif
4091581243,32.568525,-117.009596,2023-04-15,gbif
4091578971,34.732187,-118.393988,2023-03-31,gbif
4091578921,37.86063,-121.934258,2023-04-13,gbif
4091539841,34.18097,-118.096665,2023-04-11,gbif
4091516375,33.553467,-117.56475,2023-04-15,gbif
4091502608,38.449458,-122.644844,2023-04-13,gbif
4091496240,37.38331,-122.176341,2023-04-11,gbif
4091455629,38.76507,-121.260118,2023-04-17,gbif
4091419626,34.066356,-118.931388,2023-04-17,gbif
4091416493,33.678445,-117.640188,2023-04-16,gbif
4091415491,32.782288,-117.0746,2023-04-16,gbif
4091405515,33.832856,-117.785945,2023-02-18,gbif
4081047463,33.502633,-117.646767,2023-04-09,gbif
4081046463,32.550986,-117.065,2023-04-09,gbif
4080983618,33.554255,-117.78907,2023-04-03,gbif
4080976060,37.939397,-122.198303,2023-04-07,gbif
4080970934,34.088292,-117.799407,2023-03-27,gbif
4080960286,38.824025,-122.349286,2023-04-08,gbif
4080937560,34.238433,-118.359113,2023-03-16,gbif
4080905686,36.617554,-121.690049,2023-04-11,gbif
4080904329,33.840612,-117.73745,2023-04-09,gbif
4080850477,38.643204,-121.222275,2023-04-10,gbif
4080850318,33.570197,-117.593467,2023-04-09,gbif
4080839308,33.924013,-117.776861,2023-04-09,gbif
4080670346,33.925299,-117.697557,2021-03-20,gbif
4080668648,38.359319,-122.608308,2023-04-04,gbif
4080659996,33.807228,-117.759475,2023-04-04,gbif
4080636531,33.846917,-117.794975,2023-02-16,gbif
4080631767,38.953022,-122.592392,2023-04-04,gbif
4080630671,33.937636,-117.80175,2023-03-26,gbif
4080615267,33.926721,-117.773795,2023-04-09,gbif
4080613183,33.887713,-117.8829,2023-04-08,gbif
4080611393,33.918963,-117.69777,2022-02-26,gbif
4080608532,32.881455,-117.232147,2023-02-27,gbif
4080594262,37.943272,-121.917291,2023-04-08,gbif
4080593515,37.419328,-122.156503,2023-02-26,gbif
4080592949,38.406381,-122.488228,2023-04-06,gbif
4080590582,33.921733,-117.702163,2023-03-28,gbif
4080587569,38.819625,-123.012562,2023-04-01,gbif
4080568643,38.362733,-122.603928,2023-04-04,gbif
4080566294,34.74243,-120.061111,2023-04-08,gbif
4080565728,38.827897,-122.345467,2023-04-04,gbif
4080557632,38.352112,-122.5197,2023-04-03,gbif
4080548362,33.956297,-117.702566,2021-03-26,gbif
4080539797,37.867687,-121.97062,2023-04-05,gbif
4080535970,33.963028,-117.478828,2023-04-07,gbif
4080504351,33.929231,-117.719227,2021-03-31,gbif
4080501168,33.857171,-117.705768,2023-04-08,gbif
4080469625,33.583649,-117.636223,2023-04-01,gbif
4080459499,33.932807,-117.83399,2023-01-18,gbif
4080451275,39.1151,-121.242967,2023-04-08,gbif
4079083945,37.538,-120.521,2016-05-08,gbif
4079081963,37.523333,-120.853889,2019-02-12,gbif
4079081822,37.577909,-120.862971,2016-03-14,gbif
4079081665,37.84732,-120.939172,2014-03-06,gbif
4079080931,37.505833,-120.848889,2014-03-11,gbif
4079080628,37.55641,-120.8799,2018-04-03,gbif
4079080391,38.058649,-121.148139,2016-02-11,gbif
4079079288,37.8205,-120.6597,2017-03-14,gbif
4079078961,37.528069,-120.852118,2016-03-22,gbif
4079076766,37.820255,-120.662982,2018-03-20,gbif
4079076724,38.144769,-121.220144,2018-03-13,gbif
4079076716,37.5175,-120.8568,2018-02-27,gbif
4079076170,33.40669,-117.60812,2018-04-04,gbif
4079075992,37.4909,-120.3946,2016-04-19,gbif
4079075594,37.819551,-120.666396,2018-04-24,gbif
4079075556,37.4917,-120.393,2018-04-10,gbif
4079074243,37.822222,-120.658611,2018-04-24,gbif
4079074166,37.8196,-120.6721,2018-03-20,gbif
4079074096,37.629553,-120.902222,2018-05-07,gbif
4079073991,37.490328,-119.971707,2016-03-12,gbif
4079073986,37.505099,-120.042695,2016-03-11,gbif
4079073978,37.505732,-120.043711,2016-03-12,gbif
4079072057,37.5227,-120.8506,2018-01-02,gbif
4079071890,37.381100000000004,-120.8049,2018-03-12,gbif
4076442670,37.100392,-121.574247,2023-04-02,gbif
4076420592,37.175866,-121.761952,2023-04-02,gbif
4076399386,38.838302,-121.228827,2023-04-01,gbif
4076395775,37.508694,-121.828878,2023-04-01,gbif
4076392661,33.091625,-116.957672,2023-04-01,gbif
4076373078,32.656269,-116.132093,2023-03-28,gbif
4076368623,34.186792,-118.177513,2023-03-26,gbif
4076358515,33.346276,-116.263641,2023-03-24,gbif
4076346705,33.557358,-117.74533,2023-03-26,gbif
4076341585,33.70342,-117.005552,2023-03-25,gbif
4076337595,33.52925,-117.755139,2023-03-25,gbif
4076324174,33.649159,-117.891343,2023-03-30,gbif
4076323006,33.694126,-117.633226,2023-03-06,gbif
4076300927,32.656168,-116.135629,2023-03-28,gbif
4076272478,34.066471,-118.907494,2021-05-02,gbif
4076268064,33.635825,-117.331776,2023-03-22,gbif
4076258184,37.921197,-122.048633,2023-03-22,gbif
4076255007,37.098512,-119.74793,2023-03-21,gbif
4076229018,33.096042,-117.19970000000001,2023-03-20,gbif
4076226992,35.479214,-120.329206,2023-03-17,gbif
4076225628,37.103125,-121.570042,2023-04-02,gbif
4076219900,33.975291,-117.971684,2023-03-01,gbif
4076208296,36.864738,-119.537147,2023-03-23,gbif
4076194360,38.818655,-120.986305,2023-03-25,gbif
4076178689,38.801977,-120.902155,2023-04-02,gbif
4076133816,33.540344,-117.556519,2023-04-03,gbif
4076113585,36.46225,-118.889061,2023-04-01,gbif
4076091440,33.007891,-116.394556,2023-04-01,gbif
4076064327,33.707395,-118.045175,2023-03-31,gbif
4076058644,33.563378,-117.707686,2023-04-02,gbif
4076043791,35.558655,-120.0953,2023-04-02,gbif
4076016947,33.856537,-117.636397,2023-03-13,gbif
4075993838,34.592352,-120.137223,2023-03-27,gbif
4075992603,33.666687,-117.939651,2023-03-26,gbif
4075989390,33.621513,-117.891595,2023-03-24,gbif
4075976614,36.850234,-119.812388,2023-03-26,gbif
4075958321,37.477711,-121.224878,2023-03-23,gbif
4075944254,34.086083,-117.616592,2023-03-30,gbif
4075937366,38.527992,-121.79677,2023-03-24,gbif
4075935496,35.355555,-119.331318,2023-03-25,gbif
4075928960,38.650975,-121.196792,2023-03-27,gbif
4075927004,32.642924,-116.130168,2023-03-28,gbif
4075922205,38.866917,-121.236226,2023-03-30,gbif
4075905859,34.095603,-118.698037,2023-03-27,gbif
4075898026,33.664034,-117.636953,2023-03-28,gbif
4075888761,37.466122,-121.192092,2023-03-26,gbif
4075884980,33.663451,-117.638968,2023-03-28,gbif
4075877956,37.721318,-121.915038,2023-03-27,gbif
4075874697,33.563295,-117.71833,2023-03-26,gbif
4075871916,33.600705,-117.205745,2023-03-28,gbif
4075862096,34.129375,-118.301446,2023-03-29,gbif
4075860522,33.698362,-117.682028,2023-03-25,gbif
4075848927,32.647785,-116.138739,2023-03-28,gbif
4075845862,34.581329,-119.978448,2023-03-27,gbif
4075839706,32.774087,-117.188348,2023-03-26,gbif
4075838618,33.919947,-117.832217,2023-03-26,gbif
4075775002,34.168838,-119.045525,2023-03-28,gbif
4075749312,40.110175,-122.03250800000001,2018-03-27,gbif
4075724157,38.864212,-121.26715,2023-03-22,gbif
4075710945,33.089186,-116.896297,2023-03-18,gbif
4075654951,33.947767,-117.706642,2023-02-11,gbif
4075643141,37.678042,-122.416556,2023-03-20,gbif
4075609882,33.927221,-117.707164,2023-03-09,gbif
4075607138,36.997895,-119.593187,2023-03-18,gbif
4075590151,37.43878,-121.958887,2023-03-22,gbif
4075586120,33.877369,-117.657665,2023-03-22,gbif
4075576988,33.090531,-116.896678,2023-03-18,gbif
4073727277,35.977583,-116.169083,2016-04-17,gbif
4069719013,39.10135,-122.33631,2012-03-29,gbif
4068971766,37.345833,-118.413167,2000-05-12,gbif
4068959588,39.731922,-122.549178,2014-03-24,gbif
4068947881,34.109167,-116.303,2008-04-18,gbif
4068911652,33.836028,-115.744389,2010-04-01,gbif
4067933365,37.10878,-119.73228,2022-03-02,gbif
4067718323,37.291633,-122.066392,2023-03-18,gbif
4067716405,34.137731,-118.455963,2023-03-18,gbif
4067704356,34.174346,-118.473698,2023-03-18,gbif
4067685324,37.463852,-121.86406,2023-03-18,gbif
4067666804,33.839522,-115.784782,2023-03-14,gbif
4067633180,36.791734,-119.664309,2023-03-17,gbif
4067575579,33.003944,-117.259389,2023-03-20,gbif
4067571373,34.100982,-118.702803,2023-03-17,gbif
4067570308,37.45644,-121.868523,2023-03-18,gbif
4067554450,33.00451,-117.268934,2023-03-19,gbif
4067553640,34.461083,-119.755219,2023-03-20,gbif
4067551562,34.221347,-118.825355,2023-03-20,gbif
4067540518,33.757213,-116.486075,2023-03-20,gbif
4067540440,36.429322,-119.026733,2023-03-17,gbif
4067531621,37.182887,-121.780505,2023-03-20,gbif
4067528579,37.994862,-122.584883,2023-03-20,gbif
4067527596,36.119464,-121.002814,2023-03-20,gbif
4067498428,34.983345,-119.18712,2023-03-19,gbif
4067497407,37.321286,-121.857957,2023-03-18,gbif
4067490379,33.792413,-117.74973,2023-03-19,gbif
4067485550,34.04215,-116.567858,2023-03-18,gbif
4067484521,38.690422,-121.871597,2023-03-20,gbif
4067482389,34.116981,-117.938666,2023-03-19,gbif
4067474349,33.944374,-117.703452,2023-03-19,gbif
4067465532,38.654612,-121.205028,2023-03-20,gbif
4067463344,39.013015,-122.35884,2023-03-18,gbif
4067444544,37.169191,-121.65007,2023-03-20,gbif
4067422499,37.209903,-121.796967,2023-03-20,gbif
4067422395,37.40298,-122.169603,2023-03-19,gbif
4067417577,34.406241,-119.847134,2023-03-20,gbif
4067410560,33.929706,-116.696697,2023-03-20,gbif
4067404582,33.076058,-117.156892,2023-03-19,gbif
4067400519,35.305163,-120.814637,2023-03-20,gbif
4067398543,33.695707,-117.708229,2023-03-20,gbif
4067379519,33.27888,-116.430633,2023-03-13,gbif
4067348268,37.437671,-121.957341,2023-03-13,gbif
4067344222,38.824891,-121.089904,2023-03-18,gbif
4067325037,36.804888,-119.66935,2023-03-12,gbif
4067319256,39.170861,-122.409092,2023-03-18,gbif
4067318741,34.014806,-116.62658,2023-03-13,gbif
4067316240,38.794625,-120.985572,2023-03-18,gbif
4067310201,39.768272,-121.792858,2023-03-17,gbif
4067282968,39.779224,-121.735576,2023-03-15,gbif
4067269273,37.297473,-122.070382,2023-03-18,gbif
4067265109,33.831769,-117.598033,2023-03-15,gbif
4067260901,38.824617,-122.347183,2023-03-15,gbif
4067246830,36.607185,-121.745245,2023-03-13,gbif
4067235903,33.830628,-117.598679,2023-03-15,gbif
4067221164,33.70393,-117.007964,2023-03-17,gbif
4067212959,38.365684,-122.516276,2023-03-16,gbif
4067190881,34.209645,-119.011544,2023-03-15,gbif
4067186744,33.803758,-117.04785,2023-03-07,gbif
4067165752,38.436369,-122.348064,2023-03-11,gbif
4067159771,34.984908,-119.003036,2023-03-08,gbif
4063100420,33.73188,-117.394103,2022-03-10,gbif
4063087044,33.778603,-116.551915,2023-03-11,gbif
4063072612,34.21443,-118.144722,2023-03-03,gbif
4063027569,33.914403,-117.696497,2023-02-19,gbif
4063013860,33.96875,-116.652213,2023-02-28,gbif
4062970734,36.747078,-119.655333,2023-03-08,gbif
4062965418,33.920372,-117.829262,2022-04-02,gbif
4062948637,33.933224,-117.520493,2023-03-04,gbif
4062925734,33.661665,-117.844288,2023-02-12,gbif
4062903857,33.777592,-118.298217,2023-03-08,gbif
4062898328,33.002389,-116.438133,2023-03-13,gbif
4062884636,37.213981,-121.785644,2023-03-07,gbif
4062880361,33.861278,-117.671867,2021-04-24,gbif
4062819663,33.800142,-117.75857,2023-03-07,gbif
4062814719,33.807019,-117.35381,2023-03-08,gbif
4062787067,33.664292,-117.938697,2023-03-11,gbif
4062720567,33.95112,-117.260812,2023-02-10,gbif
4062715337,37.204955,-121.977875,2023-03-13,gbif
4062695419,33.73977,-117.391197,2022-04-03,gbif
