id,lat,lon,date,year,month,source,aet,cwd,pet,ppt,tmn,tmx,ppt_winter_sum,tmx_summer_mean,cec,drclass,om,ph
3053438265,35.8438998,-120.7997176,2000-03-08,2000,3,gbif,36.560001373291016,53.040000915527344,89.5999984741211,34.220001220703125,3.809999942779541,19.860000610351563,156.3800048828125,34.66999816894531,7.86618709564209,2,0.6168195605278015,7.340182304382324
2270173457,35.793151,-120.831896,2000-03-07,2000,3,gbif,55.66999816894531,35.43000030517578,91.0999984741211,36.220001220703125,3.3499999046325684,19.600000381469727,188.9499969482422,34.4566650390625,22.247140884399414,3,1.3923959732055664,7.973052501678467
4060958502,33.23944,-117.39361,2000-04-06,2000,4,gbif,35.09000015258789,97.20999908447266,132.3000030517578,20.93000030517578,10.329999923706055,20.34000015258789,106.8499984741211,24.34000015258789,12.5,3,0.5478103160858154,7.438248157501221
3059700499,40.1139,-122.3,2000-04-08,2000,4,gbif,115.5,0,115.5,63.22999954223633,9.229999542236328,22.989999771118164,392.7099914550781,33.90999984741211,16.47589111328125,3,0.5055552124977112,6.143856048583984
2459163896,36.68175,-121.77345,2000-04-20,2000,4,gbif,45.189998626708984,71.20999908447266,116.4000015258789,18.110000610351563,8.069999694824219,18.280000686645508,289.80999755859375,18.933332443237305,14.67293930053711,2,2.4451260566711426,6.475327014923096
2422378085,34.044,-116.991,2000-04-13,2000,4,gbif,74.220001220703125,58.380001068115234,132.60000610351563,48.369998931884766,6.119999885559082,22.959999084472656,203.1999969482422,32.23666763305664,7.5,1,1.5,6.5
2422326192,33.86667,-117.29667,2000-04-20,2000,4,gbif,0,137.60000610351563,137.60000610351563,21.360000610351563,8.770000457763672,24.760000228881836,110.91999816894531,33.836666107177734,12.996097564697266,3,0.3410993814468384,6.65523624420166
2421774701,39.010833,-122.363611,2000-04-28,2000,4,gbif,99.73999786376953,12.65999984741211,112.4000015258789,41.70000076293945,7.53000020980835,23.030000686645508,361.239990234375,32.98999786376953,28.960046768188477,3,1.2845399379730225,7.8379082679748535
2421689422,38.826939,-122.340778,2000-04-22,2000,4,gbif,90.4800033569336,26.020000457763672,116.5,53.22999954223633,7.25,22.18000030517578,453.92999267578125,32.25,22.95511817932129,3,1.308933138847351,6.888227462768555
2421688837,38.827389,-122.339167,2000-04-22,2000,4,gbif,90.4800033569336,26.020000457763672,116.5,53.22999954223633,7.25,22.18000030517578,453.92999267578125,32.25,22.95511817932129,3,1.308933138847351,6.888227462768555
2421673686,38.833333,-122.339722,2000-04-29,2000,4,gbif,77.5,38.79999923706055,116.30000305175781,54.349998474121094,7.139999866485596,22,462.989990234375,32.16999816894531,33.86989974975586,3,1.1472312211990356,7.163359642028809
2421673408,38.826944,-122.373333,2000-04-22,2000,4,gbif,88.5,28.299999237060547,116.80000305175781,54.52000045776367,7.130000114440918,22.15999984741211,464.9200134277344,32.33333206176758,23.991518020629883,3,2.1512537002563477,7.3818230628967285
2417999020,40.1922998,-121.6880162,2000-04-21,2000,4,gbif,52.63999938964844,56.959999084472656,109.5999984741211,82.94000244140625,7.059999942779541,20.139999389648438,623.27001953125,31.700000762939453,19.58146858215332,3,1.7558525800704956,6.084261417388916
po224706,37.515775,-121.83148,2000-04-03,2000,4,calflora,68.33000183105469,43.66999816894531,112,19.829999923706055,8.960000038146973,20.399999618530273,305.1700134277344,26.116666793823242,20.067045211791992,3,1.0360946655273438,6.382870674133301
4068971766,37.345833,-118.413167,2000-05-12,2000,5,gbif,0,174.89999389648438,174.89999389648438,0,7.820000171661377,27.75,30.51999855041504,34.06333541870117,9.662766456604004,3,0.8772360682487488,7.158506870269775
3125176998,32.88861,-117.03694,2000-05-02,2000,5,gbif,37.779998779296875,114.31999969482422,152.10000610351563,2.5799999237060547,11.779999732971191,25.559999465942383,133.05999755859375,29.106666564941406,12.5,3,0.7400000095367432,5.190000057220459
2430455721,37.782683,-118.5973,2000-05-14,2000,5,gbif,15.210000038146973,135.08999633789063,150.3000030517578,3.8299999237060547,3.680000066757202,20.719999313354492,83.5999984741211,27.453332901000977,6.420000076293945,3,0.6899999976158142,7.260573387145996
2430365857,37.66405,-118.6081,2000-05-17,2000,5,gbif,19.25,138.75,158,2.6500000953674316,3.9800000190734863,20.829999923706055,91.08000183105469,27.426666259765625,3.103116750717163,2,0.42838871479034424,6.4944963455200195
2430213146,34.241306,-118.299861,2000-05-10,2000,5,gbif,44.08000183105469,116.12000274658203,160.1999969482422,3.5399999618530273,12.329999923706055,25.34000015258789,268.3399963378906,30.220001220703125,9.680000305175781,3,0.7599999904632568,7.300000190734863
3125042954,32.64333,-116.10111,2001-03-14,2001,3,gbif,28.399999618530273,65.5,93.9000015258789,30.239999771118164,3.4100000858306885,17.34000015258789,139.97000122070313,33.36000061035156,NA,NA,1.3554822206497192,7.2722578048706055
2430371550,39.158667,-122.14,2001-03-22,2001,3,gbif,20.260000228881836,55.13999938964844,75.4000015258789,50.560001373291016,6.889999866485596,20.709999084472656,208.94000244140625,33.12333297729492,23.085094451904297,3,0.8036062121391296,8.137189865112305
2430220751,33.95,-117.116667,2001-03-27,2001,3,gbif,33.130001068115234,76.970001220703125,110.0999984741211,39.880001068115234,6.539999961853027,19.530000686645508,163.24000549316406,33.86666488647461,NA,NA,NA,NA
2422325824,33.52222,-117.12694,2001-03-30,2001,3,gbif,52.52000045776367,52.97999954223633,105.5,39.06999969482422,7.929999828338623,18.889999389648438,219.54998779296875,33.27333450317383,10.326397895812988,3,0.2594439685344696,7.066361904144287
