x,y,month,year,aet,cwd,pet,ppt,tmn,tmx,ppt_winter_sum,tmx_summer_mean,cec,drclass,om,ph
-121.16281387775292,37.48199572480109,10,2000,0,86.0999984741211,86.0999984741211,55.0099983215332,9.739999771118164,23.010000228881836,132.5699920654297,32.06999969482422,33.67345428466797,4,1.0338573455810547,7.492707252502441
-121.42903791733151,36.55424528384542,10,2000,2.190000057220459,84.410003662109375,86.5999984741211,48.38999938964844,8.770000457763672,21.149999618530273,172.25,24.65999984741211,21.432369232177734,3,0.41672375798225403,7.596282005310059
-119.4337021863486,35.83086885307129,10,2000,0,100.4000015258789,100.4000015258789,24.329999923706055,9.960000038146973,25.299999237060547,109.47000122070313,35.630001068115234,21.872879028320313,4,0.32329246401786804,9.35684585571289
-121.4639966295994,37.39056524656198,10,2000,4.139999866485596,78.95999908447266,83.0999984741211,58.810001373291016,10.270000457763672,20.889999389648438,254.72999572753906,29.453332901000977,25.44002914428711,3,0.7937465906143188,6.8096184730529785
-120.71910714512197,38.55227014654125,10,2000,41.58000183105469,41.220001220703125,82.80000305175781,132.2100067138672,8.760000228881836,22.229999542236328,300.44000244140625,32.676666259765625,13.374390602111816,3,1.338092565536499,5.723802089691162
-119.6837914356497,35.46514694011485,10,2000,0,98.80000305175781,98.80000305175781,10.279999732971191,10.710000038146973,25.149999618530273,103.86000061035156,35.48999786376953,17.722286224365234,3,0.3698452115058899,7.955275535583496
-119.82093715300836,37.285689109758295,10,2000,3.359999895095825,84.73999786376953,88.0999984741211,74.20999908447266,8.819999694824219,23.1200008392334,257.1600036621094,34.34333419799805,7.7748847007751465,3,0.6686732172966003,6.289999961853027
-120.59540708632788,37.18619123638044,10,2000,5.619999885559082,84.18000030517578,89.80000305175781,77.81999969482422,8.989999771118164,24.030000686645508,132.4499969482422,33.46333312988281,7.5,4,0.4000000059604645,8.760000228881836
-119.96615026550576,34.81975532901526,10,2000,5.070000171661377,84.43000030517578,89.5,73.1500015258789,8.960000038146973,22.520000457763672,366.8699951171875,31.56333351135254,12.84000015258789,3,0.6399999856948853,6.960000038146973
-121.42097052219276,37.75090889609258,10,2000,9.319999694824219,75.87999725341797,85.19999694824219,54.0099983215332,9.479999542236328,23.3799991607666,112.65999603271484,32.13666534423828,35.84000015258789,4,1.0700000524520874,7.510000228881836
-122.1819947969477,39.19228349421501,10,2000,0,79.5999984741211,79.5999984741211,61.7599983215332,9.069999694824219,24.149999618530273,210.52000427246094,33.13666534423828,33.07199478149414,6,0.8624040484428406,7.388334274291992
-121.22735303886289,40.60138851178246,10,2000,10.039999961853027,48.560001373291016,58.599998474121094,87.61000061035156,0.12999999523162842,13.75,212.5,24.99333381652832,9.0371675491333,3,0.8544954061508179,6.363748550415039
-120.30498086133304,36.30953429797015,10,2000,0,95.5999984741211,95.5999984741211,37.540000915527344,10.800000190734863,24.860000610351563,126.6500015258789,35.08333206176758,14.768702507019043,3,0.3231113851070404,7.7816162109375
-120.89927896988726,36.473571332457965,10,2000,13.59000015258789,74.01000213623047,87.5999984741211,65.06999969482422,9.319999694824219,20.6200008392334,281.79998779296875,31.229999542236328,22.904991149902344,3,1.4998109340667725,7.42946720123291
-120.20279385624228,37.815448057202545,10,2000,10.59000015258789,70.11000061035156,80.69999694824219,108.4000015258789,6.25,20.25,365.22998046875,30.806665420532227,7.4537224769592285,3,3.6832046508789063,5.572675704956055
-119.29117820556412,37.97410682826453,10,2000,4.119999885559082,52.58000183105469,56.70000076293945,78.30000305175781,-5.119999885559082,6.480000019073486,369.79998779296875,16.729999542236328,NA,1,NA,NA
-117.32811205513616,33.593511267926026,10,2000,0,108.30000305175781,108.30000305175781,30.739999771118164,10.600000381469727,22.959999084472656,280.5299987792969,34.116668701171875,9.199999809265137,2,0.75,6.273918628692627
-120.80247022822232,36.63223010351995,10,2000,0,90.19999694824219,90.19999694824219,48.58000183105469,8.630000114440918,22.81999969482422,168.58999633789063,32.96666717529297,18.829999923706055,3,0.75,7.900000095367432
-118.92545629260766,36.973749831060154,10,2000,3.859999895095825,76.54000091552734,80.4000015258789,133.77999877929688,-0.20000000298023224,11.640000343322754,405.82000732421875,21.09000015258789,4.34320068359375,1,0.9357154369354248,5.283302307128906
-121.09289645321714,37.99830901368076,11,2000,3.609999895095825,36.189998626708984,39.79999923706055,19.809999465942383,3.319999933242798,14.949999809265137,159.02000427246094,32.79999923706055,23.671133041381836,3,0.9068322777748108,7.0033698081970215
-117.64542959726012,34.29268551328392,11,2000,2.109999895095825,28.790000915527344,30.899999618530273,5.960000038146973,-3.569999933242798,6.889999866485596,430.9900207519531,25.553333282470703,NA,1,NA,NA
-119.11369551251173,34.56966607971417,11,2000,4.900000095367432,54.900001525878906,59.79999923706055,0.27000001072883606,1.4299999475479126,15.869999885559082,478.239990234375,29.1200008392334,11.686447143554688,3,0.5754386782646179,6.594261169433594
-118.74528446784235,34.06948758111198,11,2000,8.970000267028809,63.43000030517578,72.4000015258789,0.4399999976158142,9.670000076293945,20.049999237060547,428.1099853515625,27.68000030517578,18.399999618530273,3,2.880000114440918,6.63118839263916
-117.68307744124094,34.8816053584123,11,2000,0,63.599998474121094,63.599998474121094,0,-0.18000000715255737,16.809999465942383,101.44999694824219,36.3033332824707,2.490000009536743,2,0.03999999910593033,7.900000095367432
-119.74833059675964,36.62685184009412,11,2000,0,48,48,0.6499999761581421,2.809999942779541,15.380000114440918,122.29000091552734,35.13666534423828,6.974944114685059,3,0.3549131453037262,6.699999809265137
