id,latitude,longitude,dataset,datum,error_radius_m,accuracy_square_meters,plant,observer,date,source,county,location_description,location_quality,citation
SDSU23795,34.160278,-117.798889,cch2,WGS84,100,31415,Amsinckia menziesii,R. G. Swinney,2016-04-18,SDSU Herbarium,Los Angeles,"San Gabriel Mts., San Dimas Experimental Forest, n. of La Verne, Johnstone Peak summit, Glendora Quad",medium,"Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 06, 2023."
SDSU23847,34.152778,-117.801111,cch2,WGS84,100,31415,Amsinckia menziesii,R. G. Swinney,2016-04-20,SDSU Herbarium,Los Angeles,"San Gabriel Mountains, n. of La Verne/San Dimas, San Dimas Experimental Forest , S.w. junction of Bluebird Mtwy.(1N15) and Sycamore Flats Rd., Glendora Quad.",medium,"Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 06, 2023."
SDSU25069,34.143611,-117.75833,cch2,WGS84,100,31415,Amsinckia menziesii,R. G. Swinney,2021-04-01,SDSU Herbarium,Los Angeles,"Golden Hills Wilderness Park, 2300 Golden Hills Rd., Glendora Quad 7.5'",medium,"Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 06, 2023."
CSUSB91860,34.1875,-117.326333,cch2,WGS84,100,31415,Amsinckia menziesii,Jose A. Vazquez,2010-04-30,CSU San Bernardino,San Bernardino,West of parking structure west at California State University of San Bernardino.,medium,"Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 06, 2023."
SDSU24999,34.469444,-118.189167,cch2,WGS84,100,31415,Amsinckia menziesii,R. G. Swinney,2021-03-22,SDSU Herbarium,Los Angeles,"Acton Wash Wildlife Sanctuary, Santa Clara Wash (Soledad Cyn.), Acton Quad 7.5'",medium,"Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 06, 2023."
OBI183185,34.74637,-118.72498,cch2,WGS84,6,113,Amsinckia menziesii,Jordan Collins,2022-05-17,Cal Poly,Los Angeles,"Western Transverse Ranges, Angeles National Forest, Bald Mountain, Ridgeline on Bald Mountain. 1000ft N of U.S. Weather Bureau Station, 1.75 airmile SE of Quail Lake.",high,"Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 06, 2023."
OBI131564,35.3864,-120.1436,cch2,WGS84,47,6939,Amsinckia menziesii,David J. Keil,2008-04-11,Cal Poly,San Luis Obispo,"Highway 58, just east to ca. 0.25 miles east of San Juan Creek bridge. South side of highway.",high,"Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 06, 2023."
DAV315539,35.63791,-119.577957,cch2,WGS84,5,78,Amsinckia menziesii,CNPS SSN-SJV Foothill Team,2008-04-24,UC Davis,Kern,Kern County; Semitropic Ridge.,high,"Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 06, 2023."
15920,37.1578,-121.8857,cch2,WGS84,6,113,Amsinckia menziesii,"John Rawlings, Ken Hickman",2016-04-24,SJSU,Santa Clara,Mt Umunhum; west-facing slope with grassy openings below Summit Trail,high,"Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 06, 2023."
DAV315537,37.252228,-120.711304,cch2,WGS84,4,50,Amsinckia menziesii,CNPS SSN-SJV Foothill Team,2008-05-14,UC Davis,Merced,"Merced County; Merced National Wildlife Refuge: Arena Plains, S of the road junction and S of the waterway.",high,"Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 06, 2023."
DAV315545,37.288609,-120.875651,cch2,WGS84,4,50,Amsinckia menziesii,CNPS SSN-SJV Foothill Team,2008-04-15,UC Davis,Merced,Merced County; Great Valley Grasslands State Park.,high,"Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 06, 2023."
5852435,39.1495,-122.3261,cch2,WGS84,10,314,Amsinckia menziesii,Jack Alderson,2023-03-24,UC Davis,Colusa,Rancho Venado (private). 1.7 km ENE of Mountain House which is 6.1 km NW of Highway 20 on Leesville Road.,high,"Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 06, 2023."
DAV315515,39.010833,-122.363611,cch2,WGS84,31,3019,Amsinckia menziesii,Craig D. Thomsen,2000-04-28,UC Davis,Colusa,"Colusa Co.: Bear Creek Botanical Management Area. CalTrans right-of-way along Hwy 20 (south side), about 0.3 mile west of Hwy 20/16 intersection.",high,"Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 06, 2023."
IRVC106637,32.595,-116.92417,cch2,WGS84,80,20106,Amsinckia menziesii var. intermedia,Scott Boczkiewicz,2005-02-05,UCI,San Diego,"W side of Otay Mtn; 1.5km SSE of Savage Dam (Otay Lake); N of County Prison; near tributary to Otay River, N of O'Neal Canyon.",medium,"Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 06, 2023."
UCSC100000596,36.68175,-121.77345,cch2,WGS84,50,7853,Amsinckia menziesii var. intermedia,Grey Hayes,2000-04-20,UCSC,Monterey,"Fort Ord, UC Reserve, Site O1",high,"Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 06, 2023."
961569,37.240467,-121.103967,cch2,WGS84,100,31415,Amsinckia menziesii var. intermedia,A. C. Sanders,2010-01-13,Cal BG,Stanislaus,"N-S section of Sullivan Rd. at crossing of Gorzas Creek, c. 1.5 mi. west of I-5, WSW of Gustine; Howard Ranch 7.5? Q.",medium,"Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 06, 2023."
JEPS111839,37.995556,-122.156944,cch2,WGS84,100,31415,Amsinckia menziesii var. intermedia,D. G. Kelch,2004-03-05,UC/JEPS,Contra Costa,Sky Ranch Dutra Fire Road. Franklin Canyon,medium,"Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 06, 2023."
RSA0035743,38.26,-120.74389,cch2,WGS84,100,31415,Amsinckia menziesii var. intermedia,George K. Helmkamp,2013-03-14,Cal BG,Calaveras,Junction of CA-26 and Paloma Road southwest of Mokelumne Hill.; Mokelumne Hill 7.5 Q.,medium,"Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 06, 2023."
OBI131537,36.0727,-120.3921,cch2,WGS84,10,314,Amsinckia menziesii var. menziesii,Christopher Hauser,2018-04-25,Cal Poly,Fresno,"Kreyenhagen Hills, 5.0 air miles south-southwest of center of Coalinga. Jacalitos Creek watershed.",high,"Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 06, 2023."
JEPS111844,38.075833,-122.251111,cch2,WGS84,100,31415,Amsinckia menziesii var. menziesii,D. G. Kelch,2005-03-11,UC/JEPS,Solano,Mare Island,medium,"Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 06, 2023."
