x,y,month,year,aet,cwd,pet,ppt,tmn,tmx,ppt_winter_sum,tmx_summer_mean,cec,drclass,om,ph
-117.90627537341288,36.887697616246875,10,1999,0,108.5999984741211,108.5999984741211,0,12.34000015258789,30.639999389648438,36.37999725341797,38.973331451416016,6.719471454620361,3,0.6411837339401245,7.947573661804199
-117.59702522642766,34.44327688920716,10,1999,0.3499999940395355,102.8499984741211,103.19999694824219,0,7.96999979019165,26.829999923706055,114.8699951171875,32.52666473388672,2.2612218856811523,2,0.351165771484375,7.924920082092285
-119.2562194932962,37.19425863151918,10,1999,2.9700000286102295,81.12999725341797,84.0999984741211,2.0399999618530273,9.279999732971191,24.950000762939453,633.70001220703125,28.44333267211914,11.809516906738281,3,0.9997990131378174,5.619999885559082
-118.93890195117224,35.26077292993331,10,1999,1.3200000524520874,108.27999877929688,109.5999984741211,0,11.920000076293945,29.450000762939453,78.69000244140625,34.706668853759766,9.7297945022583,2,0.19698931276798248,8.183696746826172
-117.48408169448524,34.52932910402044,10,1999,0,108.5999984741211,108.5999984741211,0,8.029999732971191,28.90999984741211,45.33000183105469,34.459999084472656,5.069113731384277,2,0.2889959216117859,7.900000095367432
-119.26428688843497,36.42247782991259,10,1999,0,101.4000015258789,101.4000015258789,0,10.479999542236328,28.489999771118164,184.19000244140625,34.176666259765625,9.010000228881836,4,0.28999999165534973,7.659999847412109
-118.93890195117224,37.57342620304019,10,1999,4.909999847412109,65.79000091552734,70.69999694824219,23.139999389648438,0.27000001072883606,14.6899995803833,523.44000244140625,18.1733341217041,4.296900272369385,3,0.7485768795013428,5.143294811248779
-115.1445371042492,33.636537375332665,10,1999,0.949999988079071,109.94999694824219,110.9000015258789,0,15.670000076293945,34.06999969482422,3.1599998474121094,40.47999954223633,9.680000305175781,3,0.5,8.09000015258789
-118.68881270187114,34.5589095528625,11,1999,0,70.4000015258789,70.4000015258789,18.270000457763672,8.4399995803833,21.31999969482422,242.5800018310547,31.6299991607666,12.271469116210938,3,0.7700192332267761,6.917224884033203
-118.87167365834937,34.73101398248906,11,1999,0.23999999463558197,65.26000213623047,65.5,14.380000114440918,6.940000057220459,19.559999465942383,212.6300048828125,30.803333282470703,7.843031406402588,3,0.5438306927680969,6.835655212402344
-117.4410555870786,33.99688102486327,11,1999,0.05999999865889549,71.63999938964844,71.69999694824219,3.440000057220459,8.460000038146973,24.149999618530273,133.91000366210938,33.016666412353516,7.655573844909668,2,0.7036588191986084,6.294738292694092
-118.02997543220698,35.357581671598254,11,1999,0,69.4000015258789,69.4000015258789,1.309999942779541,5.690000057220459,20.770000457763672,77.19999694824219,35.560001373291016,8.819999694824219,2,0.05999999865889549,8.300000190734863
-114.56099552254663,33.03417187163971,11,1999,NA,NA,71.69999694824219,0,10.850000381469727,27.68000030517578,0.6899999976158142,40.86333465576172,7.595395088195801,3,0.4665420651435852,7.926898956298828
-120.64650058887324,36.87694108939522,11,1999,0.3400000035762787,48.86000061035156,49.20000076293945,12.399999618530273,5.610000133514404,19.639999389648438,171.39999389648438,32.75,29.59426498413086,5,0.6617803573608398,8.069890022277832
-115.58555470516724,33.55855255565813,11,1999,0,70.30000305175781,70.30000305175781,0,8.239999771118164,25.399999618530273,18.309999465942383,38.290000915527344,10.479999542236328,3,0.33000001311302185,8.270000457763672
-118.00308411507784,36.15087552690817,11,1999,0,59.20000076293945,59.20000076293945,1.6100000143051147,4.369999885559082,18.450000762939453,99.149993896484375,32.61333465576172,5.449999809265137,2,0.5299999713897705,6.989999771118164
-115.42151767067944,35.11287068572299,12,1999,5.139999866485596,43.959999084472656,49.099998474121094,0,-0.3499999940395355,11.210000038146973,57.90999984741211,30.566667556762695,10.119999885559082,3,0.8799999952316284,7.650000095367432
-114.69276297647949,34.064109317686146,12,1999,0,50.400001525878906,50.400001525878906,0,4.010000228881836,20.209999084472656,6.960000038146973,41.09333419799805,6.360000133514404,1,0.44999998807907104,8.180000305175781
-118.24241683752726,37.12971947040922,12,1999,0,42.79999923706055,42.79999923706055,0,-2.6500000953674316,14.510000228881836,21.669998168945313,34.12333297729492,13.481157302856445,3,0.6399162411689758,9.51663589477539
-117.39265121624612,34.52932910402044,12,1999,0,53.29999923706055,53.29999923706055,0,-0.8999999761581421,16.459999084472656,39.34000015258789,34.253334045410156,10.037637710571289,3,0.25662127137184143,7.900000095367432
-117.1183597815288,34.343779015829305,12,1999,0.8799999952316284,54.119998931884766,55,0,0.20999999344348907,14.140000343322754,163.61000061035156,30.299999237060547,3.9262306690216064,2,0.4999845325946808,6.699999809265137
-121.40483573191528,37.21846081693542,12,1999,3.700000047683716,29.200000762939453,32.900001525878906,9.510000228881836,5.159999847412109,14.890000343322754,357.20001220703125,29.663333892822266,26.46718406677246,3,0.7998892068862915,7.028592586517334
-116.44876598501295,34.771350958182786,12,1999,0,54,54,0,1.850000023841858,17.8799991607666,22.339998245239258,39.176666259765625,3.3399999141693115,3,0.28999999165534973,8.279999732971191
-119.578915298846,35.61573831603809,12,1999,0.9700000286102295,39.630001068115234,40.599998474121094,2.4600000381469727,0.44999998807907104,15.5600004196167,80.0999984741211,34.63666534423828,15.039999961853027,3,0.20000000298023224,8.380000114440918
-119.8290045481471,35.88465148732959,1,2000,4.21999979019165,39.279998779296875,43.5,34.9900016784668,4.590000152587891,15.369999885559082,93.34000396728516,34.393333435058594,11.039999961853027,3,0.5699999928474426,8.649999618530273
