x,y,month,year,aet,cwd,pet,ppt,tmn,tmx,ppt_winter,tmx_summer
-121.71410018889992,39.8511197544765,11,1999,6.670000076293945,28.43000030517578,35.099998474121094,121.2699966430664,7.869999885559082,17.959999084472656,221.5066680908203,32.599998474121094
-117.25551854350748,36.7155912873308,11,1999,0.41999998688697815,63.68000030517578,64.0999984741211,0,10.670000076293945,24.790000915527344,10.226666450500488,44.4900016784668
-120.4878557797932,38.10049451252809,11,1999,5.269999980926514,41.72999954223633,47,79.86000061035156,5.400000095367432,19.100000381469727,213.30999755859375,32.38666534423828
-118.19671491014644,34.42445041768404,11,1999,0,61.900001525878906,61.900001525878906,4.670000076293945,7.409999847412109,20.81999969482422,65.4366683959961,31.93000030517578
-120.29154910903708,41.658216778423245,11,1999,4.630000114440918,24.270000457763672,28.899999618530273,33.61000061035156,-1.6299999952316284,7.309999942779541,105.52666473388672,23.036666870117188
-121.92116338956048,38.11931843986087,11,1999,3.5399999618530273,38.459999084472656,42,46.220001220703125,7.71999979019165,18.719999313354492,113.66333770751953,29.75666618347168
-115.88137184821466,35.05101828461795,11,1999,0,67.9000015258789,67.9000015258789,0,6.119999885559082,23.969999313354492,12.130000114440918,40.65666580200195
-120.00112280161706,40.82189657835265,11,1999,3.619999885559082,27.079999923706055,30.700000762939453,17.170000076293945,-1.2200000286102295,10.859999656677246,45.65999984741211,26.616666793823242
-122.6472291581105,42.00511486784159,11,1999,3.5399999618530273,23.360000610351563,26.899999618530273,52.459999084472656,2.7300000190734863,12.550000190734863,94.8566665649414,28.80666732788086
-116.90862045408916,36.57575639857302,11,1999,0.800000011920929,65.0999984741211,65.9000015258789,0,10.050000190734863,25.719999313354492,7.116666316986084,45.5
-120.52819276693486,37.13509595360416,11,1999,0,48.5,48.5,17.549999237060547,5.03000020980835,19.68000030517578,67.84333038330078,33.08333206176758
-115.3139648957552,33.719897708942895,11,1999,0,69.5999984741211,69.5999984741211,0,9.239999771118164,26.190000534057617,1.463333249092102,39.96666717529297
-117.31736859045806,34.935385588145174,11,1999,0,71,71,0,3.9600000381469727,22.420000076293945,7.726666450500488,37.663333892822266
-123.2657296276161,39.31867152420647,11,1999,13.220000267028809,24.079999923706055,37.29999923706055,185.89999389648438,5.610000133514404,15.0600004196167,268.3066711425781,28.843332290649414
-121.67107406928211,40.89450315520766,11,1999,2.180000066757202,25.520000457763672,27.700000762939453,111.25,0.9100000262260437,14.09000015258789,174.28334045410156,30.1299991607666
-121.93460905194104,38.43663607204199,11,1999,0,40.29999923706055,40.29999923706055,46.93000030517578,6.78000020980835,19.06999969482422,126.78666687011719,32.016666412353516
-124.07784763540168,41.198375125008226,11,1999,13.369999885559082,12.729999542236328,26.100000381469727,293.8999938964844,8.020000457763672,16.260000228881836,327.8699951171875,19.086666107177734
-116.20944601030024,33.109464636865646,11,1999,0,64.4000015258789,64.4000015258789,0.019999999552965164,10.170000076293945,25.479999542236328,10.139999389648438,38.413333892822266
-121.81090895803992,36.6671869027608,11,1999,1.2300000190734863,44.869998931884766,46.099998474121094,28.93000030517578,7.730000019073486,17.8799991607666,92.50333404541016,18.373332977294922
-121.12249104415544,40.1630591217054,11,1999,4.179999828338623,27.6200008392334,31.799999237060547,120.81999969482422,0.07999999821186066,11.550000190734863,236.63999938964844,26.073333740234375
-117.79872330368195,34.36260037073348,11,1999,0,49.70000076293945,49.70000076293945,5.670000076293945,3.2899999618530273,15.010000228881836,107.12333679199219,27.176666259765625
-121.28921725767434,42.73118063639163,11,1999,3.5899999141693115,22.709999084472656,26.299999237060547,36.029998779296875,-1.2400000095367432,9.40999984741211,93.05332946777344,26.71666717529297
-117.5674579107364,35.524305600413534,11,1999,0,68.19999694824219,68.19999694824219,0,7.130000114440918,21.700000762939453,13.890000343322754,37.45333480834961
-122.41058550021272,37.54922235492528,11,1999,6.389999866485596,36.61000061035156,43,73.6500015258789,9.239999771118164,17.850000381469727,193.60333251953125,22.053333282470703
-120.73256683511931,39.082027866308685,11,1999,6.909999847412109,36.9900016784668,43.900001525878906,150.4600067138672,4.980000019073486,14.729999542236328,342.8399963378906,27.74333381652832
-117.14526411198692,33.32997349990677,11,1999,0,65.19999694824219,65.19999694824219,0,9.430000305175781,23.790000915527344,44.13666915893555,29.156667709350586
-119.86128791285928,39.609097831626485,11,1999,0,38,38,6.309999942779541,0.5699999928474426,15.59000015258789,52.72666549682617,30.139999389648438
-121.00416921520656,37.95797049129419,11,1999,0,43.900001525878906,43.900001525878906,44.7400016784668,6.5,19.190000534057617,103.48666381835938,32.38999938964844
-118.36613025614145,38.47159479423144,11,1999,0,40.20000076293945,40.20000076293945,0.8999999761581421,-1.9700000286102295,14.710000038146973,12.973333358764648,29.546667098999023
-122.3568028506905,40.031291630375954,11,1999,4.579999923706055,29.1200008392334,33.70000076293945,96.4000015258789,7.340000152587891,18.020000457763672,122.58333587646484,33.813331604003906
-116.88441826180414,33.270812585432324,11,1999,0,70.30000305175781,70.30000305175781,1.0299999713897705,6.539999961853027,23.459999084472656,65.89666748046875,31.56333351135254
-114.94824287900406,35.62111436955354,11,1999,0,62.70000076293945,62.70000076293945,0,8.819999694824219,21.709999084472656,15.606666564941406,37.27333450317383
-115.85985878840576,33.475186653616774,11,1999,0,73.80000305175781,73.80000305175781,0,9.359999656677246,26.219999313354492,2.5333333015441895,38.86333465576172
-116.94089004380248,33.87317826008123,11,1999,1.9299999475479126,71.66999816894531,73.5999984741211,0.9800000190734863,7.320000171661377,25,43.913333892822266,35.16999816894531
-115.68237604498243,33.06106025229565,11,1999,0,74.4000015258789,74.4000015258789,0,9.260000228881836,26.68000030517578,0.8366666436195374,39.83333206176758
-117.39535343226528,35.174718378519074,11,1999,0,71,71,0,5.579999923706055,22.059999465942383,10.010000228881836,36.83333206176758
-120.38297961322483,34.88698120357517,11,1999,4.949999809265137,54.04999923706055,59,36.540000915527344,6.849999904632568,20.639999389648438,87.47333526611328,23.34666633605957
-115.83834572859688,33.66073679446845,11,1999,0,72.5,72.5,0,8.079999923706055,25.09000015258789,4.7833333015441895,38.01333236694336
-115.52102809641576,34.08830885817014,11,1999,0,69.5,69.5,0,7.510000228881836,24.719999313354492,3.380000114440918,38.23666763305664
-114.65781657158404,34.70143106272349,11,1999,0,65.69999694824219,65.69999694824219,0,10.460000038146973,25.280000686645508,7.586666584014893,40.413333892822266
-121.95881124422604,41.30594042405267,12,1999,3.9700000286102295,11.829999923706055,15.800000190734863,47.08000183105469,-4.139999866485596,9.15999984741211,331.35333251953125,28.926666259765625
-116.09650244630356,33.13366682915065,12,1999,0,56.20000076293945,56.20000076293945,0.019999999552965164,6.090000152587891,21.139999389648438,2.25,39.5433349609375
-114.18452925578848,34.529326584252374,12,1999,0,55.400001525878906,55.400001525878906,0,2.930000066757202,16.09000015258789,12.786665916442871,36.22333526611328
-123.34909273437556,39.23530841744703,12,1999,4.380000114440918,17.520000457763672,21.899999618530273,60.65999984741211,2.200000047683716,14.609999656677246,239.6699981689453,28.65999984741211
-119.86935531028762,38.59260575565644,12,1999,2.200000047683716,21.299999237060547,23.5,27.65999984741211,-7.300000190734863,4.800000190734863,238.2766571044922,21.5
-120.08448590837652,37.43627879092861,12,1999,3.359999895095825,30.139999389648438,33.5,1.9600000381469727,1.1200000047683716,15.319999694824219,142.57000732421875,33.3033332824707
-118.99807638802756,36.885006633325816,12,1999,3.809999942779541,40.88999938964844,44.70000076293945,1.5299999713897705,0.6800000071525574,11.760000228881836,196.27333068847656,26.93000030517578
-114.4588207683518,34.575041836346266,12,1999,0,49.400001525878906,49.400001525878906,0,6.309999942779541,19.770000457763672,3,42.529998779296875
-123.87347356721725,41.37854700090767,12,1999,7.260000228881836,12.9399995803833,20.200000762939453,255.19000244140625,2.3399999141693115,11.289999961853027,488.6600036621094,25.559999465942383
-117.34157078274303,34.08293059321791,12,1999,0.49000000953674316,58.209999084472656,58.70000076293945,0.019999999552965164,6.360000133514404,21.84000015258789,41.7400016784668,33.97666931152344
-119.46867457134704,35.06715307947462,12,1999,0,49.599998474121094,49.599998474121094,3.3299999237060547,3.0899999141693115,16.209999084472656,30.803333282470703,33.453330993652344
-121.135936706536,40.77349219378265,12,1999,1.8200000524520874,14.680000305175781,16.5,24.56999969482422,-6.699999809265137,5.889999866485596,112.74666595458984,24.766666412353516
-121.23543460815212,39.74086532295594,12,1999,4.03000020980835,30.270000457763672,34.29999923706055,65.48999786376953,0.75,10.710000038146973,387.8633117675781,27.413333892822266
-123.10707081152552,38.85345160583923,12,1999,5.659999847412109,22.639999389648438,28.299999237060547,47.15999984741211,4.760000228881836,14.989999771118164,239.586669921875,29.24333381652832
-114.9105950243385,33.59619761504178,12,1999,0,52.400001525878906,52.400001525878906,0,4.619999885559082,20.3700008392334,0.8033333420753479,40.92000198364258
-116.26053952734634,33.76292382856067,12,1999,0,56.29999923706055,56.29999923706055,0,6.300000190734863,22.309999465942383,3.496666669845581,40.099998474121094
-117.09954885989303,35.58615564736409,12,1999,0,50.900001525878906,50.900001525878906,0,0.8399999737739563,16.350000381469727,11.359999656677246,38.413333892822266
-122.05562001336604,43.13455050780831,12,1999,1.6200000047683716,14.180000305175781,15.800000190734863,174.9600067138672,-5.460000038146973,2,232.49000549316406,19.34000015258789
-119.7483443488626,40.31633967284374,12,1999,7.679999828338623,12.220000267028809,19.899999618530273,1.3300000429153442,-6.980000019073486,8.479999542236328,28.266666412353516,31.809999465942383
-124.02944325083168,42.252515055643826,12,1999,5.070000171661377,9.029999732971191,14.100000381469727,288.1099853515625,2.8399999141693115,10.460000038146973,492.65667724609375,26.28999900817871
-122.80319884172496,39.853808886952606,12,1999,3.3299999237060547,15.270000457763672,18.600000381469727,56.16999816894531,1.809999942779541,11.010000228881836,202.21665954589844,26.803333282470703
-117.94124732491586,37.25879604750527,12,1999,0,36.400001525878906,36.400001525878906,0,-2.5299999713897705,13.350000381469727,12.593332290649414,33.88666534423828
-117.5943492354975,33.69569551665789,12,1999,0,66.80000305175781,66.80000305175781,0.30000001192092896,9.229999542236328,20.079999923706055,65.910003662109375,30.633333206176758
-114.54487300758736,34.96227691290628,12,1999,0,49,49,0,6.860000133514404,19.8700008392334,7.110000133514404,42.776668548583984
-118.26932148700143,35.868514557355766,12,1999,2.059999942779541,37.7400016784668,39.79999923706055,2.809999942779541,-1.1299999952316284,10.40999984741211,98.67333221435547,26.71000099182129
-119.61657685753316,38.0789814527192,12,1999,2.119999885559082,23.979999542236328,26.100000381469727,23.950000762939453,-8.170000076293945,4.849999904632568,294.3699951171875,19.510000228881836
-118.74529793527311,36.74786087704414,12,1999,2.9000000953674316,25.600000381469727,28.5,3.390000104904175,-3.1700000762939453,7.920000076293945,212.26333618164063,22.99333381652832
-117.25014027855528,34.35453297330515,12,1999,0.7400000095367432,52.36000061035156,53.099998474121094,0.009999999776482582,1.75,17.010000228881836,36.03666687011719,32.709999084472656
-119.67035950705538,38.3425164353781,12,1999,0.8799999952316284,23.81999969482422,24.700000762939453,26.899999618530273,-9.25,2.9700000286102295,276.5433349609375,17.65333366394043
-115.95666755754576,34.64227014824905,12,1999,0,52.70000076293945,52.70000076293945,0,5.119999885559082,19.219999313354492,6.176666259765625,40.3466682434082
-122.3594919831666,41.74964728261103,12,1999,2.7799999713897705,12.020000457763672,14.800000190734863,29.549999237060547,-3.3399999141693115,7.619999885559082,82.02000427246094,29.920000076293945
-114.78420579796128,32.7625665474473,12,1999,0.8899999856948853,54.709999084472656,55.599998474121094,0,6.650000095367432,21.030000686645508,0.23000000417232513,40.22666549682617
-119.44447237906203,34.57773096882238,12,1999,4.320000171661377,37.18000030517578,41.5,0.019999999552965164,1.3200000524520874,14.699999809265137,166.9199981689453,30.773332595825195
-122.67680961534774,39.980198113329834,12,1999,5.889999866485596,15.109999656677246,21,35.630001068115234,2.4800000190734863,12.800000190734863,159.7066650390625,29.803333282470703
-121.55006310785711,42.30898683764216,12,1999,2.259999990463257,11.9399995803833,14.199999809265137,28.489999771118164,-6.210000038146973,5.519999980926514,59.823333740234375,27.5
-116.98391616342026,36.712902154854696,12,1999,0,50,50,0,2.4200000762939453,16.600000381469727,13.059999465942383,39.779998779296875
-115.25749311375684,33.359553957143994,12,1999,2.4000000953674316,54.400001525878906,56.79999923706055,0,4.880000114440918,19.700000762939453,3.6466667652130127,38.21666717529297
-123.11513820895388,41.77116034241992,12,1999,2.180000066757202,9.720000267028809,11.899999618530273,92.18000030517578,-0.5299999713897705,7.260000228881836,209.1533203125,25.706666946411133
-117.98427344453364,37.77510948291863,12,1999,0.75,31.850000381469727,32.599998474121094,0,-6.53000020980835,11.819999694824219,8.59666633605957,32.84666442871094
-120.84013213416377,41.44846444528657,12,1999,2.6700000762939453,13.729999542236328,16.399999618530273,17.440000534057617,-6.460000038146973,7.46999979019165,44.77666473388672,29.239999771118164
-119.82632919066982,40.27869181817818,1,2000,0,26.299999237060547,26.299999237060547,83.19999694824219,-3.6600000858306885,5.960000038146973,45.290000915527344,29.5766658782959
-117.4491360817875,35.85506889497521,1,2000,0,41.400001525878906,41.400001525878906,20.059999465942383,0.46000000834465027,10.039999961853027,24.626667022705078,29.97333335876465
-116.54289843733802,34.9649660453824,1,2000,0,59.29999923706055,59.29999923706055,0.3799999952316284,3.559999942779541,18.979999542236328,8.079999923706055,40.30666732788086
-119.59506379772426,37.06248937674915,1,2000,0,35.099998474121094,35.099998474121094,142.0800018310547,3.9000000953674316,15.289999961853027,125.71000671386719,36.003334045410156
-119.72952042152984,38.67059059746367,1,2000,10.960000038146973,16.739999771118164,27.700000762939453,118.25,-4.130000114440918,7.269999980926514,76.02333068847656,28.60333251953125
-118.76143273012978,37.4793049105464,1,2000,2.75,26.850000381469727,29.600000381469727,196.88999938964844,-8.9399995803833,0.5099999904632568,154.00332641601563,16.770000457763672
-120.10330983570928,37.72401596587252,1,2000,9.739999771118164,24.959999084472656,34.70000076293945,309.4700012207031,1.6200000047683716,11.6899995803833,220.72332763671875,30.866666793823242
-123.75246260579222,41.37316873595545,1,2000,9.699999809265137,10.100000381469727,19.799999237060547,927.989990234375,-0.8600000143051147,5.690000057220459,608.836669921875,28.59000015258789
-124.06440197302112,40.40508104455541,1,2000,16.3700008392334,5.630000114440918,22,616.97998046875,3.319999933242798,9.609999656677246,460.3900146484375,26.133333206176758
-117.1829119666525,36.65911950533247,1,2000,0,51.29999923706055,51.29999923706055,1.3799999952316284,6.980000019073486,18.8700008392334,9.716667175292969,44.746665954589844
-118.00847563681864,37.18618947065027,1,2000,0,46.900001525878906,46.900001525878906,16.84000015258789,-4.809999942779541,7.380000114440918,19.183332443237305,27.196666717529297
-118.05688002138864,35.16127271613851,1,2000,0,55.400001525878906,55.400001525878906,6.369999885559082,2.559999942779541,16.350000381469727,19.176666259765625,35.95000076293945
-115.89212837811912,33.15517988895954,1,2000,0,62.599998474121094,62.599998474121094,0.009999999776482582,7.300000190734863,20.989999771118164,1.7399998903274536,39.33333206176758
-120.28617084408484,41.184929462627665,1,2000,4.21999979019165,11.079999923706055,15.300000190734863,108.5199966430664,-6.400000095367432,2.2100000381469727,71.18333435058594,25.18000030517578
-116.8763508643758,35.76632752326354,1,2000,0,45.099998474121094,45.099998474121094,3.5199999809265137,3.4600000381469727,15.539999961853027,12.196666717529297,36.973331451416016
-118.71302834555978,34.25772420416514,1,2000,0,55.400001525878906,55.400001525878906,35.380001068115234,8.359999656677246,18.3799991607666,70.69999694824219,29.96666717529297
-117.29585553064916,34.10175452055069,1,2000,0.33000001311302185,62.27000045776367,62.599998474121094,18.399999618530273,7.369999885559082,20.3799991607666,43.22666549682617,34.27000045776367
-121.41291735157546,38.52268831127755,1,2000,6.78000020980835,21.31999969482422,28.100000381469727,137.61000061035156,4.860000133514404,13.899999618530273,116.05667114257813,31.94333267211914
-118.82059364460424,36.66449777028469,1,2000,6.840000152587891,23.559999465942383,30.399999618530273,257.5299987792969,-3.809999942779541,6.78000020980835,215.41000366210938,23.956666946411133
-119.29657009287592,41.174172932723224,1,2000,0,17,17,68.05000305175781,-5.869999885559082,2.759999990463257,41.47666931152344,27.47333335876465
-117.96007125224864,37.8638508546303,1,2000,23.25,16.850000381469727,40.099998474121094,2.259999990463257,-4.300000190734863,11.109999656677246,9.453333854675293,33.81666564941406
-121.2542585354849,40.34054186512874,1,2000,6.099999904632568,14.100000381469727,20.200000762939453,260.2900085449219,-3.9100000858306885,4.869999885559082,209.70333862304688,27.233333587646484
-124.0321323833078,41.45384271023879,1,2000,13.010000228881836,4.489999771118164,17.5,450.0400085449219,3.7300000190734863,12.239999771118164,303.88665771484375,19.176666259765625
-115.95935669002188,36.589202060953575,1,2000,0,45.29999923706055,45.29999923706055,4.730000019073486,1.090000033378601,13.470000267028809,18.6200008392334,35.39999771118164
-121.04719533482432,39.93448286123595,1,2000,6.599999904632568,14.899999618530273,21.5,302.19000244140625,-0.9200000166893005,6.730000019073486,279.0733337402344,28.643333435058594
-116.56710062962304,36.013727711065776,1,2000,0,47.79999923706055,47.79999923706055,5.239999771118164,2.7100000381469727,13.9399995803833,19.05666732788086,35.13999938964844
-123.87616269969334,40.18188304903818,1,2000,5.039999961853027,17.760000228881836,22.799999237060547,459.0899963378906,3.9100000858306885,10.930000305175781,347.3033447265625,28.33333396911621
-123.99717366111834,42.341256427355496,1,2000,3.7200000286102295,10.680000305175781,14.399999618530273,671.27001953125,0.1599999964237213,7.489999771118164,467.2833557128906,26.84666633605957
-119.82901832314596,36.71828041980691,1,2000,1.4600000381469727,36.439998626708984,37.900001525878906,76.5199966430664,4.139999866485596,14.789999961853027,72.47999572753906,34.38999938964844
-115.29783010089852,34.44865260996904,1,2000,0,55.599998474121094,55.599998474121094,0.1899999976158142,6.699999809265137,20.079999923706055,3.8933331966400146,40.48666763305664
-116.11263724116024,36.24499310401134,1,2000,0,51.79999923706055,51.79999923706055,5.760000228881836,0.949999988079071,14.720000267028809,18.53333282470703,36.02000045776367
-117.96544951720088,35.38984897660797,1,2000,0,56.900001525878906,56.900001525878906,14.470000267028809,2.619999885559082,15.279999732971191,23.67333221435547,36.016666412353516
-120.36415568589209,36.844669646184144,1,2000,7.210000038146973,29.489999771118164,36.70000076293945,81.20999908447266,3.619999885559082,14.710000038146973,70.54000091552734,33.01333236694336
-116.37886135629525,36.58113466352525,1,2000,0,48.5,48.5,4.889999866485596,1.25,16.360000610351563,12.873332977294922,38.2933349609375
-118.38764331595031,35.618425237077425,1,2000,0,42.70000076293945,42.70000076293945,49.58000183105469,1.190000057220459,13.550000190734863,52.003334045410156,32.753334045410156
-115.8437239935491,33.06912764972398,1,2000,0,60.79999923706055,60.79999923706055,0,6.71999979019165,21.329999923706055,1.53000009059906,39.62333297729492
-120.64920372835986,34.94345298557351,1,2000,0,0,46.5,43.849998474121094,7.190000057220459,16.709999084472656,84.66333770751953,18.91666603088379
-120.78366035216544,38.11394017490864,1,2000,7.989999771118164,22.809999465942383,30.799999237060547,193.57000732421875,4.300000190734863,13.470000267028809,148.94667053222656,33.253334045410156
-117.57014704321251,35.21505536566074,1,2000,0,62.20000076293945,62.20000076293945,4.21999979019165,2.7699999809265137,15.869999885559082,15.093334197998047,36.04999923706055
-120.91004957854264,40.89988142015988,1,2000,0.5,16,16.5,96.81999969482422,-5.019999980926514,3.759999990463257,56.836666107177734,26.18000030517578
-122.80857710667718,40.53415940340875,2,2000,12.729999542236328,16.170000076293945,28.899999618530273,412.92999267578125,0.17000000178813934,4.900000095367432,273.913330078125,26.106666564941406
-119.99574453666484,38.549579636038665,2,2000,12.130000114440918,23.56999969482422,35.70000076293945,391.3699951171875,-6.179999828338623,3.5999999046325684,276.5433349609375,21.303333282470703
-121.5930892274749,40.96710973206266,2,2000,7.619999885559082,21.8799991607666,29.5,163.05999755859375,0.20999999344348907,8.989999771118164,120.74333190917969,29.926666259765625
-122.4078963677366,37.621828931780286,2,2000,11.479999542236328,32.02000045776367,43.5,239.75999450683594,8.630000114440918,14.979999542236328,145.42999267578125,20.56999969482422
-123.06673382438386,40.08507427989817,2,2000,12.0600004196167,17.84000015258789,29.899999618530273,502.55999755859375,-1.1699999570846558,4.019999980926514,386.0899963378906,24.466665267944336
-122.66336395296716,40.07431774999373,2,2000,10.920000076293945,21.780000686645508,32.70000076293945,237.10000610351563,4.5,11.020000457763672,142.49000549316406,32.01333236694336
-119.96347494695152,39.24606494735147,2,2000,12.949999809265137,25.850000381469727,38.79999923706055,157.92999267578125,-3.549999952316284,6.050000190734863,119.913330078125,25.940000534057617
-114.85143410986406,34.2953720588307,2,2000,0,65.4000015258789,65.4000015258789,25.690000534057617,6.570000171661377,17.6299991607666,8.633333206176758,36.77666473388672
-119.76716827619538,42.685465384297736,2,2000,6.53000020980835,22.270000457763672,28.799999237060547,36.56999969482422,-2.059999942779541,7.309999942779541,26.976665496826172,28.96000099182129
-119.69187256686428,34.591176631202934,2,2000,18.950000762939453,43.650001525878906,62.599998474121094,389.0299987792969,4.5,14.210000038146973,148.19332885742188,29.510000228881836
-120.3211295662743,38.36402949518699,2,2000,13.649999618530273,27.25,40.900001525878906,424.05999755859375,-0.3400000035762787,8.399999618530273,295.8299865722656,27.163333892822266
-122.56386605135106,40.9052596851121,2,2000,12.920000076293945,16.479999542236328,29.399999618530273,570.42999267578125,0.09000000357627869,6.179999828338623,348.1166687011719,28.110000610351563
