x,y,month,year,aet,ppt,tmean,tdiff,presence
-115.27324,33.82048,4,2010,7.949999809265137,0,20.01,13.84,1
-115.377417,35.455867,5,2010,0,0,18.88,13.4,1
-116.046267,35.864183,6,2010,22.799999237060547,0.00999999977648258,27.95,16.04,1
-116.68854,34.44854,9,2010,0,0,25.14,18.85,1
-116.50883,34.41604,9,2010,0,0.01999999955296516,26.14,18.53,1
-116.4224,36.387133,9,2010,0.36000001430511475,0.2199999988079071,25.7,21.46,1
-115.37572,35.45615,9,2010,0,0.9399999976158142,26.38,17.24,1
-116.25866,33.16684,10,2010,0.15000000596046448,39.66999816894531,23.31,13.38,1
-117.90971,35.71111,10,2010,0,21.940000534057617,18.03,13.86,1
-115.0259,34.20098,10,2010,0,22.899999618530273,24.09,13.95,1
-117.9842,36.210267,10,2010,0,28.829999923706055,16.94,13.33,1
-117.91667,35.68447,10,2010,8.6899995803833,23.649999618530273,17.75,13.75,1
-115.7426,34.44254,10,2010,0,16.459999084472656,23.43,14.11,1
-117.25191,36.03233,10,2010,0,12.050000190734863,22.08,13.73,1
-117.34162,35.80402,10,2010,0,16.1299991607666,20.72,13.81,1
-116.17656,34.81442,10,2010,0.5,17.670000076293945,21.65,15.09,1
-115.24507,34.11348,10,2010,0,21.8700008392334,23.28,13.21,1
-115.86917,35.9325,10,2010,1.2400000095367432,19.13999938964844,18.93,14.23,1
-116.27809,35.62856,11,2010,0,0.5699999928474426,15.09,15.26,1
-116.3036,35.86625,11,2010,0,1.409999966621399,13.97,14.27,1
-116.30322,33.8406,11,2010,0,0.25999999046325684,16.05,14.14,1
-116.4845,34.53617,12,2010,4.929999828338623,92.23999786376952,10.09,12.07,1
-115.26952,33.82164,12,2010,20.809999465942383,31.8799991607666,13.69,11.73,1
-118.292817,34.959255,7,2011,47.630001068115234,0.75,26.21,16.6,1
-117.33175,34.92815,8,2011,0,4.860000133514404,29.03,19.12,1
-116.39253,35.64675,9,2011,0,13.529999732971191,32.33,17.35,1
-116.50109,34.41605,9,2011,0,9.81999969482422,26.7,16.4,1
-116.18779,35.55535,9,2011,7.380000114440918,16.270000457763672,30.48,17.21,1
-116.11179,35.36745,9,2011,0,18.43000030517578,29.97,17.61,1
-115.96291,35.62132,9,2011,10.649999618530272,15.510000228881836,27.78,15.64,1
-116.15521,36.12271,9,2011,0,7.199999809265137,24.9,16.28,1
-116.44345,35.15837,9,2011,0,11.720000267028809,28.78,17.14,1
-115.808201,35.718832,9,2011,0,13.899999618530272,25.5,15.12,1
-116.0551,35.817,9,2011,8.630000114440918,11.829999923706056,27.57,16.35,1
-117.12583,35.13923,10,2011,0,4.46999979019165,19.32,15.95,1
-114.64642,34.88654,10,2011,0,9.68000030517578,25.07,15.45,1
-117.09824,35.24757,10,2011,0,4.380000114440918,18.61,16.25,1
-117.29896,35.01166,10,2011,1.3300000429153442,4.800000190734863,19.28,18.97,1
-117.02006,35.01506,10,2011,0,5,19.34,15.07,1
-114.68775,34.51798,10,2011,0,5.650000095367432,23.24,16.08,1
-117.8815,35.37014,10,2011,0,10.34000015258789,19.21,19.88,1
-115.04748,34.21043,10,2011,0,1.6699999570846558,24.78,16.03,1
-115.75775,34.1654,10,2011,1.309999942779541,0.02999999932944774,23.18,16.59,1
-114.52568,33.88602,10,2011,1.559999942779541,1.2799999713897705,24.39,17.02,1
-117.89995,35.85898,11,2011,0,9.81999969482422,10.06,13.58,1
-117.92362,36.20797,11,2011,0,9.15999984741211,8.47,13.01,1
-117.91523,35.6759,11,2011,0,14.279999732971191,9.27,13.11,1
-115.893222,33.516639,4,2012,0,4.550000190734863,21.94,16.54,1
-118.259918,37.183307,5,2012,15.270000457763672,0.8399999737739563,17.92,19.23,1
-116.081611,35.32375,5,2012,0,0,27.6,17.71,1
-120.187389,36.136833,8,2012,0,0,28.66,18.08,1
-116.50175,34.12863,9,2012,0,1.9299999475479128,25.72,12.86,1
-117.192967,36.426667,10,2012,0,15.3100004196167,17.72,13.85,1
-115.21942,33.40669,10,2012,0,0.1899999976158142,22.58,15.93,1
-117.484,35.3001,11,2012,0.28999999165534973,0.7699999809265137,13.11,15.96,1
-115.19056,33.42556,11,2012,0,0,17.12,15.97,1
-116.05437,32.69458,11,2012,0,1.309999942779541,16.81,15.72,1
-114.875694,33.242889,11,2012,0,0,17.97,16.22,1
-115.89774,33.57935,11,2012,0,0,17.53,16.49,1
-115.19053,33.42542,11,2012,0,0,17.12,15.97,1
-116.269,35.1011,12,2012,4.550000190734863,19.969999313354492,10.1,13.71,1
-119.787855,35.506729,2,2013,0,5.059999942779541,9.34,14.2,1
-115.3186,35.45733,4,2013,0,0.00999999977648258,18.29,14.37,1
-119.398376,35.08822,5,2013,0,3.0299999713897705,20.84,15.06,1
-116.181198,34.85722,5,2013,14.960000038146973,0.3499999940395355,25.36,16.33,1
-116.212,34.1792,7,2013,0,11.329999923706056,31.9,14.11,1
-118.875168,37.915836,8,2013,15.649999618530272,15.489999771118164,15.33,18.36,1
-118.034897,35.556302,8,2013,0,1.3899999856948853,26.47,16.93,1
-116.192,34.8652,9,2013,4.96999979019165,8.510000228881836,28.16,15.27,1
-115.70215,35.38803,10,2013,9.220000267028809,3.369999885559082,15.32,12.96,1
-116.34988,32.97636,10,2013,0,0.5600000023841858,18.99,18.47,1
-116.1915,34.865222,11,2013,2.259999990463257,12.890000343322754,14.55,14.88,1
-117.895422,35.674311,12,2013,0,1.590000033378601,6.86,14.25,1
-116.06889,35.28583,2,2014,0,2.7799999713897705,15.48,14.76,1
-116.294283,35.866683,3,2014,9.029999732971191,7.090000152587891,17.7,14.08,1
-116.24935,35.85215,3,2014,5.75,6.739999771118164,17.81,14.07,1
-117.910649,35.972029,7,2014,0,3.75,29.94,15.79,1
-116.17,35.9791,8,2014,4.840000152587891,12.859999656677246,30.15,15.11,1
-116.197,35.7965,8,2014,0,20.940000534057617,31.93,15.18,1
-115.34431,35.45785,8,2014,0,30.5,28.69,12.71,1
-116.48112,34.79023,8,2014,0,9.329999923706056,30.35,14.93,1
-114.857458,35.098142,8,2014,0,35.58000183105469,30.3,12.48,1
-114.214,34.2174,9,2014,0,30.969999313354492,31.07,16.03,1
-114.48837,34.095,9,2014,0,21.950000762939453,31.32,15.22,1
-120.315,35.598,9,2014,0,0.30000001192092896,22.3,21.45,1
-115.683,35.4666,10,2014,11.25,0,19.76,14.47,1
-114.538,33.8368,10,2014,0,1.830000042915344,25.44,16.48,1
-116.13832,35.09986,10,2014,0,0,23.62,17.85,1
-116.20666,33.52032,10,2014,0,0,25.11,16.51,1
-114.86549,33.30272,10,2014,0,0.3400000035762787,25.75,15.04,1
-114.510713,32.954547,1,2015,0,20.450000762939453,15.12,12.09,1
-118.0449,35.54991,3,2015,23.469999313354492,6.059999942779541,13.43,13.84,1
-120.835263,36.53957,3,2015,18.079999923706055,6.170000076293945,15.01,16.18,1
-120.377076,36.118019,4,2015,0,11.43000030517578,17.07,17.16,1
-119.0631,34.3491,4,2015,33.91999816894531,4.789999961853027,15.86,15.01,1
-117.31944,34.75972,5,2015,0,0.7300000190734863,19.3,15.31,1
-117.34,35.803194,6,2015,0,0,30.24,17.22,1
-117.31525,35.07458,8,2015,0,0.7300000190734863,30.49,18.34,1
-117.3035,35.01053,10,2015,0,16.770000457763672,20.86,14.56,1
-118.036652,36.445461,12,2015,2.299999952316284,33.79999923706055,4.17,12.11,1
-116.308168,33.774278,1,2016,5.199999809265137,35.29999923706055,13.12,12.83,1
-116.994658,36.592252,3,2016,0,0.01999999955296516,21.2,14.19,1
-116.989481,36.590378,3,2016,0,0,21.48,14.34,1
-120.597353,36.415436,8,2016,0,0,25.36,15.64,1
-119.799492,35.241333,9,2016,0,0,21.88,16.81,1
-115.674017,35.440533,9,2016,7.269999980926514,2.559999942779541,22.79,14.17,1
-118.205596,37.187139,10,2016,0,10.119999885559082,14.45,17.1,1
-120.620797,37.182408,10,2016,0,40.36000061035156,17.7,15.88,1
-114.761011,34.892214,11,2016,0,3.7100000381469727,18.46,12.96,1
-116.193611,33.2225,12,2016,0,34.529998779296875,13.48,12.48,1
-115.1515,34.18235,3,2017,0,0.05000000074505806,20.14,15.23,1
-115.66325,33.52233,3,2017,0,0.03999999910593033,19.42,16.61,1
-119.566839,35.209005,3,2017,21.63999938964844,14.170000076293944,13.53,11.91,1
-115.24277,33.423,3,2017,0,0.2300000041723251,18.5,15.89,1
-116.146791,33.299744,3,2017,16.81999969482422,0.10999999940395357,18.71,15.94,1
-119.868307,35.20325,4,2017,0,20.75,13.74,15.15,1
-115.26495,33.44328,9,2017,0,8.470000267028809,26.49,13.36,1
-116.35858,33.243437,9,2017,1.8799999952316284,6.559999942779541,28.21,16.04,1
-116.36079,33.247704,9,2017,1.8899999856948853,6.590000152587891,28.21,16.03,1
-116.241715,33.202205,9,2017,0,7.260000228881836,28.67,15.4,1
-116.230996,33.209748,9,2017,0,7.340000152587891,28.73,15.34,1
-116.248461,33.19435,9,2017,0,7.199999809265137,28.56,15.46,1
-116.354966,33.243077,9,2017,0.4099999964237213,6.550000190734863,28.23,16.03,1
-116.353384,33.2332,9,2017,0.5600000023841858,6.440000057220459,28.19,16.03,1
-120.755666,36.744233,10,2017,0,2.0299999713897705,16.88,16.06,1
-116.41033,35.00889,10,2017,0,0,21.2,16.59,1
-117.87067,36.09574,10,2017,0,0.119999997317791,16.81,15.3,1
-116.356078,33.234089,10,2017,1.0099999904632568,0,25.77,16.88,1
-116.265856,33.220819,10,2017,0,0,25.89,16.82,1
-116.229583,33.215155,10,2017,0,0,25.87,16.84,1
-116.39276,33.137191,10,2017,1.409999966621399,0,23.8,17.34,1
-116.429503,33.129772,10,2017,1.440000057220459,0,23.24,17.39,1
-116.401574,33.136345,10,2017,1.3899999856948853,0,23.75,17.44,1
-119.82649,35.27105,10,2017,0,0.41999998688697815,18.01,14.9,1
-116.303358,33.257406,10,2017,1.0800000429153442,0,25.85,16.66,1
-116.35897,33.243691,10,2017,0.8100000023841858,0,25.82,16.84,1
-116.359809,33.235232,10,2017,0.8700000047683716,0,25.76,16.88,1
-116.32319,36.16859,11,2017,0,0,14.34,15.86,1
-116.310844,33.133718,11,2017,0,0.20999999344348907,19.69,13.42,1
-116.236726,33.26315,11,2017,0,0.05000000074505806,19.71,13.76,1
-116.257817,33.161043,11,2017,0.25999999046325684,0.18000000715255737,20.34,14.11,1
-116.245778,33.179855,11,2017,0.25,0.119999997317791,20.46,14.38,1
-119.41008,35.186055,12,2017,0.5400000214576721,0.6499999761581421,9.58,15.37,1
-119.413938,35.179755,12,2017,0,0.6499999761581421,9.7,15.15,1
-116.250124,33.789419,12,2017,0,0.01999999955296516,15.57,14.8,1
-116.327531,33.233909,12,2017,1.4199999570846558,0,15.95,15.23,1
-116.432621,33.129691,12,2017,0.5099999904632568,0.02999999932944774,14.72,14.11,1
-116.431977,33.129623,12,2017,3.259999990463257,0.05000000074505806,14.67,14.07,1
-116.417588,33.36534,1,2018,3.069999933242798,18.649999618530273,15.83,12.61,1
-116.452576,33.379250999999996,1,2018,0,23.860000610351563,15.27,12.5,1
-116.447537,33.376657,1,2018,0,23.43000030517578,15.32,12.51,1
-116.447991,33.371868,1,2018,0,23.719999313354492,15.3,12.49,1
-116.47396,33.10059,1,2018,0,50.540000915527344,13.82,13.11,1
-116.495211,33.105978,1,2018,11.1899995803833,55.619998931884766,13.58,13.16,1
-116.413442,33.365863,1,2018,0,18.56999969482422,15.86,12.61,1
-116.351992,33.246612,1,2018,0.800000011920929,11.949999809265137,17.06,12.98,1
-116.422173,33.369837,1,2018,0,19.8799991607666,15.69,12.57,1
-116.440548,33.371831,1,2018,0,23.229999542236328,15.34,12.48,1
-116.443056,33.368056,2,2018,0,3.759999990463257,13.69,12.96,1
-116.221944,32.983056,2,2018,0,3.2300000190734863,13.98,13.68,1
-116.103237,33.289549,2,2018,0,0.6100000143051147,15.52,13.55,1
-116.42973,33.37097,2,2018,0,3.690000057220459,13.65,12.92,1
-116.275497,32.94408,2,2018,1.2300000190734863,0.8399999737739563,14.38,14.05,1
-116.228889,32.832222,2,2018,0,1.090000033378601,14.2,14.52,1
-116.28361,32.949141,2,2018,1.2699999809265137,0.8999999761581421,14.35,13.99,1
-118.81202,35.133793,3,2018,0,88.94000244140625,13.02,12.2,1
-118.785182,35.147697,3,2018,31.079999923706055,93.8499984741211,12.81,12.02,1
-115.70117,33.4435,3,2018,0,1.3600000143051147,17.53,14.9,1
-116.483156,33.155655,3,2018,7.829999923706055,28.860000610351563,12.11,12.53,1
-116.481667,33.155758,3,2018,6.110000133514404,28.309999465942383,12.14,12.52,1
-114.757046,33.297338,3,2018,0,0.6899999976158142,16.6,15.94,1
-116.269337,33.756842,4,2018,0,0,24.81,15.83,1
-116.476033,33.097622,4,2018,5.199999809265137,0.18000000715255737,18.01,18.86,1
-116.425703,33.372807,4,2018,0,0,21.39,18.06,1
-116.241956,32.916022,4,2018,0,0,21.46,20.15,1
-116.249685,32.908665,4,2018,0,0,21.2,20.09,1
-119.48606,34.99445,5,2018,29.690000534057617,3.180000066757202,16.44,14.82,1
-116.253957,32.929177,5,2018,0.5099999904632568,0,23.57,18.55,1
-116.263092,32.938343,5,2018,0.5099999904632568,0,23.44,18.66,1
-118.173904,36.798526,6,2018,0,0,26.61,16.08,1
-116.284767,33.706086,7,2018,0,5.46999979019165,35.31,13.66,1
-115.666466,35.433326,7,2018,0,29.059999465942383,28.61,13.54,1
-114.910645,33.112812,9,2018,1.399999976158142,0,32.44,12.48,1
-116.451299,33.10513,10,2018,0,9.710000038146973,19.47,15.47,1
-114.7757,34.31408,10,2018,0,30.329999923706055,20.95,11.32,1
-116.49693,34.7929,10,2018,8.479999542236328,41.470001220703125,20.27,14.04,1
-114.77831,34.84834,10,2018,0,20.18000030517578,22.44,11.35,1
-117.76864,37.34247,10,2018,0,8.420000076293945,14.62,13.29,1
-117.174758,36.263172,10,2018,0,3.9800000190734863,15.86,12.83,1
-116.874878,36.223192,10,2018,0.10000000149011612,0,26.41,13.98,1
-118.012222,36.415279,10,2018,0,3.069999933242798,16,15.07,1
-116.423704,33.371514,10,2018,0,14.5,21.67,15.29,1
-116.259513,32.896006,10,2018,0,7.599999904632568,21.25,16.36,1
-116.373878,33.138075,10,2018,0,9.260000228881836,21.38,15.79,1
-116.343209,33.77712,11,2018,0,0,18.57,14.61,1
-116.40208,33.723957,11,2018,0,0,18.31,13.94,1
-116.324926,33.82248,11,2018,0,0.8199999928474426,18.21,14.32,1
-116.181685,33.707193,11,2018,0,0,18.24,16.2,1
-116.322158,33.823126,11,2018,0,0.8199999928474426,18.21,14.32,1
-116.189846,33.701797,11,2018,0,0,18.21,16.22,1
-115.32563,33.626526,11,2018,1.2699999809265137,0.8100000023841858,15.32,13.8,1
-115.38386,34.71599,11,2018,0,2.9600000381469727,14.59,11.91,1
-116.70074,34.74005,11,2018,0,7.550000190734863,13.4,12.45,1
-116.30171,33.130622,11,2018,0.4000000059604645,3.650000095367432,17.19,14.16,1
-116.219034,32.862595,11,2018,0.25,1.7699999809265137,17.12,15.61,1
-116.26983,35.972377,11,2018,0,3.4100000858306885,13.44,15.4,1
-116.246111,32.995556,11,2018,0,10.619999885559082,16.03,13.65,1
-116.272456,32.930455,11,2018,0,4.199999809265137,16.55,14.67,1
-116.356545,32.969796,11,2018,0,4.789999961853027,16.06,14.44,1
-117.326222,35.307461000000004,12,2018,0.8100000023841858,23.209999084472656,8.96,6.94,1
-116.314933,33.210555,12,2018,0,19.530000686645508,12.79,14.93,1
-116.224444,33.008333,12,2018,0,28.899999618530273,12.17,12.79,1
-116.177541,33.18904,12,2018,0,20.38999938964844,13.29,14.71,1
-116.144722,33.283056,12,2018,0,21.75,12.87,13.3,1
-116.216505,33.317792,12,2018,0,20.56999969482422,12.71,13.73,1
-116.250419,32.903828,12,2018,0,29.25,12.51,13.52,1
-118.225487,37.207891,1,2019,0,57.83000183105469,4.15,13.28,1
-116.420193,33.74759,1,2019,0,26.780000686645508,13.51,10.97,1
-116.50288,33.903338,1,2019,4.710000038146973,30.88999938964844,13.39,10.49,1
-116.351308,33.81075,1,2019,0,23.479999542236328,13.74,11.52,1
-116.327563,33.825195,1,2019,0,25.09000015258789,13.45,11.58,1
-116.292397,33.892229,1,2019,12.149999618530272,34.95000076293945,10.78,10.53,1
-116.410147,33.670933,1,2019,6.610000133514404,38.68000030517578,12.26,10.73,1
-116.303713,33.832683,1,2019,0,26.190000534057617,13.11,11.53,1
-116.25,32.911303,1,2019,0,23.8700008392334,12.36,12.23,1
-116.234742,33.759491,2,2019,9.960000038146973,62.290000915527344,12.42,11.84,1
-116.151259,33.282787,2,2019,0,67.37000274658203,11.15,10.72,1
-116.275497,33.708278,2,2019,7.630000114440918,61.41999816894531,12.21,11.67,1
-116.311212,33.7732,2,2019,39.959999084472656,70.05999755859375,12.23,11.47,1
-115.903737,33.626317,2,2019,0,63.810001373291016,9.81,12.34,1
-116.301328,33.800348,2,2019,7.920000076293945,74.55000305175781,12.18,11.5,1
-120.692719,36.624115,3,2019,0,34.31999969482422,12.42,11.62,1
-119.416078,35.004433,3,2019,91.37000274658205,51.70000076293945,10.89,10.67,1
-119.556237,35.036289,3,2019,0,57.130001068115234,9.73,10.27,1
-116.291628,33.798855,3,2019,19.1200008392334,4.489999771118164,19,12.57,1
-116.195648,33.754327,3,2019,0,4.179999828338623,19.22,12.67,1
-117.2224,32.797892,4,2019,35.97999954223633,9.880000114440918,16.83,5.93,1
-120.666054,36.620728,4,2019,41.529998779296875,2.1700000762939453,18.15,16.02,1
-116.21543,32.862197,4,2019,1.9900000095367432,0.01999999955296516,21.19,18.7,1
-116.445284,33.112791,4,2019,71.70999908447266,3.140000104904175,18.11,17.76,1
-119.950745,36.000136,5,2019,0,40.59000015258789,18.55,13.12,1
-117.81306,35.39028,6,2019,0,2.0799999237060547,27.35,17.21,1
-117.37311,35.11556,6,2019,0,0.2199999988079071,26.62,17.21,1
-119.436847,35.035173,6,2019,0,4.079999923706055,24.82,15.42,1
-119.419117,35.033224,6,2019,0,4.179999828338623,24.87,15.45,1
-116.413672,33.636547,6,2019,11.9399995803833,0,24.59,16.54,1
-117.70819,36.38242,7,2019,0,0.8700000047683716,21.87,15.36,1
-119.349572,35.074005,7,2019,0,0,28.06,15.04,1
-115.544022,35.677395,7,2019,14.789999961853027,1.4700000286102295,31,15.14,1
-119.654105,35.286758,7,2019,0,0,27.1,15.72,1
-117.19307,36.432817,8,2019,0,0.6700000166893005,28.31,14.65,1
-118.035836,36.31983,8,2019,0,0.01999999955296516,26.45,17.55,1
-115.937308,33.519163,8,2019,5.239999771118164,0,34.79,17.02,1
-118.14405,35.125461,9,2019,0,1.2599999904632568,23.13,15.71,1
-115.911237,33.498723,10,2019,1.0399999618530271,0,22.51,20.08,1
-116.008285,33.111834,10,2019,0,0,22.18,19.82,1
-117.51473,36.327625,10,2019,0,0,17.72,15.54,1
-119.365787,35.304101,10,2019,0.2300000041723251,0,17.45,17.26,1
-116.312785,33.845828,11,2019,0,20.920000076293945,17.98,15.29,1
-114.724,33.3502,11,2019,0,34.79999923706055,16.11,17.49,1
-116.313048,33.84609,11,2019,0,20.920000076293945,17.98,15.29,1
-116.199373,33.285755,11,2019,0,32.18000030517578,18.09,14.47,1
-117.350974,35.98054,12,2019,0,42.97999954223633,6.89,9.49,1
-116.282045,33.823211,12,2019,0,35.63999938964844,12.28,11.04,1
-115.935798,33.51798,12,2019,4.5,17.860000610351563,12.05,13.46,1
-117.36871,36.960816,12,2019,4.059999942779541,24.059999465942383,8.23,9.13,1
-117.455365,37.010739,12,2019,0,26.43000030517578,7.14,9.08,1
-116.221799,33.183047,12,2019,0,29.709999084472656,11.31,13.24,1
-116.220548,33.182099,12,2019,0,30.59000015258789,11.25,13.12,1
-116.146956,33.293433,12,2019,0,32.20000076293945,11.23,11.89,1
-116.021282,33.606803,1,2020,4.579999923706055,0.33000001311302185,12.86,16.35,1
-116.301064,33.343292,1,2020,3.910000085830689,0.3499999940395355,12.16,17.28,1
-116.218693,32.919454,1,2020,7.849999904632568,0.2300000041723251,11.92,17.18,1
-116.282688,33.35249,2,2020,3.680000066757202,3.390000104904175,15.2,16.38,1
-120.757339,36.59525,2,2020,0,0,11.59,15.83,1
-120.834463,36.56208,2,2020,7.829999923706055,0,11.39,15.96,1
-120.801971,36.783759,2,2020,0,0,11.68,15.33,1
-116.24979,32.90352,2,2020,5.28000020980835,5.369999885559082,14.19,15.21,1
-114.88533,33.02916,2,2020,0,14.229999542236328,15.62,13.32,1
-114.893921,33.044609,2,2020,0,13.729999542236328,15.51,13.38,1
-116.203147,33.722754,3,2020,0,46.310001373291016,18.02,11.88,1
-116.265474,33.627044,3,2020,0,48.119998931884766,18.05,12.25,1
-116.264407,33.62257,3,2020,18.260000228881836,48.36000061035156,18,12.25,1
-116.330253,33.22807,3,2020,0,70.910003662109375,15.81,12.72,1
-116.206146,32.841875,3,2020,24.579999923706055,55.29999923706055,14.95,12.04,1
-116.296526,33.704176,3,2020,0,49.779998779296875,17.8,11.78,1
-116.293572,33.684203,3,2020,0,49.25,17.91,11.88,1
-116.539737,33.749706,3,2020,54.45000076293945,66.94999694824219,15.72,11.19,1
-117.224907,36.256256,3,2020,0,30.309999465942383,9.62,11.05,1
-117.254447,34.499067,4,2020,34.4900016784668,49.25,15.03,13.61,1
-116.520561,33.845969,4,2020,44.79999923706055,32.779998779296875,21.92,13.82,1
-120.600774,36.753412,5,2020,32.15999984741211,5.289999961853027,20.89,16.97,1
-114.213787,34.212864,5,2020,0,0,28.46,17.07,1
-117.988611,35.373056,6,2020,0,0.8399999737739563,24.88,16.41,1
-116.077827,33.646222,6,2020,0,0,29.85,17.48,1
-118.029808,36.505786,7,2020,0,0,27.88,17.28,1
-116.692805,34.828401,8,2020,0,0.3499999940395355,33.3,17.14,1
-117.928899,35.77636,9,2020,0,0,25.79,16.91,1
-116.203484,33.732695,9,2020,0,0,31.57,17.66,1
-119.63981,35.295096,9,2020,0,0,25.89,14.22,1
-118.12,36.600213,9,2020,0,0,23.78,15.94,1
-116.258647,33.685473,10,2020,0,0,26.65,18.38,1
-116.53807,33.735938,10,2020,0,0,26.19,16.81,1
-118.126044,36.612801,11,2020,0,6.420000076293945,9.9,13.3,1
-117.805833,36.782778,11,2020,0,0.9800000190734864,14.49,13.14,1
-116.459068,33.094355,11,2020,6.730000019073486,17.540000915527344,14.68,16.01,1
-116.290736,32.954461,11,2020,0.23999999463558197,3.119999885559082,16.51,17.17,1
-116.30324,32.948326,12,2020,0,6.380000114440918,11.88,16.26,1
-116.408386,33.643031,12,2020,0,17.729999542236328,11.11,13.1,1
-114.484962,32.871462,12,2020,2.8399999141693115,1.149999976158142,14.49,12.87,1
-116.295258,33.332638,12,2020,0.8799999952316284,0.5899999737739563,12.35,17.11,1
