x,y,month,year,aet,ppt,tmean,tdiff,presence
-117.70191453454196,35.38178157917964,2,2004,0,72.839996337890625,7.38,12.76,0
-118.57857172175422,35.1343813913774,2,2004,7.190000057220459,94.1999969482422,4.54,9.4,0
-119.9123814299054,37.594937607019176,2,2004,12.399999618530272,208.4499969482422,4.64,10.1,0
-116.32238957429688,34.419072152731815,2,2004,23.610000610351563,39.97999954223633,8.53,12.81,0
-120.1786055450404,39.321360656682586,2,2004,8.859999656677246,178.2899932861328,-1.47,12.63,0
-114.40234898635347,32.88626664134841,2,2004,0,8.680000305175781,13.71,13.12,0
-123.49968415303776,41.92175176108214,2,2004,19.399999618530273,357.9200134277344,3.54,9.19,0
-120.28348171160874,38.25377506366643,2,2004,10.369999885559082,218.27000427246097,4.48,9.54,0
-117.26896420588804,36.72634781723525,2,2004,0,31.610000610351563,11.63,10.55,0
-122.85967062372328,39.41279116087037,2,2004,9.640000343322754,333.1600036621094,6.57,9.07,0
-116.02389586944857,35.623803502029645,3,2004,0,13.020000457763672,18.27,15.59,0
-119.2669896356387,36.167008262204114,3,2004,4.440000057220459,14.18000030517578,16.24,15.81,0
-124.1316302849239,42.17184108136049,3,2004,32.31999969482422,151.8300018310547,11.6,10.74,0
-114.4561316358757,34.408315622827374,3,2004,0,2.7899999618530273,21.51,15.67,0
-119.37724406715924,41.590988466520464,3,2004,8.229999542236328,12.359999656677246,4.86,15.1,0
-121.45594347119324,40.808450915972095,3,2004,18.93000030517578,20.350000381469727,9.85,15.84,0
-121.63073708214048,38.00368574338808,3,2004,29.290000915527344,15.43000030517578,15.54,13.51,0
-123.4593471658961,40.0662503525654,3,2004,36.2400016784668,73.9000015258789,12.2,15.01,0
-119.9150705623815,42.06965404726826,3,2004,4.900000095367432,7.369999885559082,7.53,15.12,0
-122.36755938059494,41.192996860056,3,2004,29.68000030517578,66.18000030517578,7.69,12.75,0
-123.59111465722556,42.23369112831104,3,2004,32.7599983215332,112.8000030517578,10.17,16.27,0
-120.00650106656929,36.218101779250226,3,2004,0,6.829999923706055,16.38,15.44,0
-121.00416921520656,35.55926432260298,3,2004,52.5,14.920000076293944,15.33,13.03,0
-120.31306216884596,40.61483337769209,3,2004,0,8.239999771118164,6.8,15.77,0
-120.97727789044544,39.0847169987848,3,2004,33.63999938964844,38.869998931884766,13.9,14.42,0
-122.67143135039552,38.10049451252809,3,2004,33.33000183105469,37.470001220703125,14.95,12.55,0
-122.00721562879605,37.90687697424808,3,2004,18.63999938964844,16.1299991607666,15.02,14.14,0
-116.86290520199526,36.52735201400302,3,2004,9.40999984741211,1.7999999523162842,22.49,17.15,0
-121.32417597986378,36.745171744568026,3,2004,47.2400016784668,12.239999771118164,13.82,16.89,0
-115.81145440383575,35.56733172003131,3,2004,13.239999771118164,15.130000114440918,15.44,14,0
-122.27612887640716,39.97213071590151,3,2004,53.16999816894531,36.08000183105469,15.75,14.88,0
-118.8340393069848,38.460838264326995,3,2004,13.539999961853027,9.40999984741211,5.95,15.08,0
-120.52550363445874,37.339470021788614,3,2004,20.6200008392334,15.640000343322754,15.13,15.19,0
-116.7311377106658,35.00530303252406,3,2004,0,14.729999542236328,17.83,16.54,0
-118.65117829860922,37.00332846227471,3,2004,34.02000045776367,42.27000045776367,5.97,15.37,0
-118.19940404262252,36.11053648020578,3,2004,21.989999771118164,49.90999984741211,5.99,16.84,0
-123.67985602893722,39.73817619047983,3,2004,37.900001525878906,93.05999755859376,12.44,15.26,0
-120.67071678816876,37.57073541473417,3,2004,25.13999938964844,14.31999969482422,15.34,14.73,0
-116.70962465085692,33.26812345295621,3,2004,30.510000228881836,19.290000915527344,15.02,17.3,0
-121.61729141975992,40.458863694077635,3,2004,16.3700008392334,60.970001220703125,5.51,12.95,0
-116.26053952734634,33.72796510637123,3,2004,11.25,3.4700000286102295,22.25,15.22,0
-115.82758919869244,35.473212083367414,3,2004,0,15.829999923706056,14.9,13.52,0
-122.3110875985966,40.370122322365965,3,2004,19.059999465942383,37.38999938964844,15.79,15.15,0
-120.20818600227764,38.571092695847554,3,2004,64.76000213623047,46.58000183105469,9.27,14.36,0
-119.20782872116423,36.6187825181908,3,2004,55.31999969482422,26.329999923706055,15.18,13.79,0
-119.54665941315426,39.410102028394256,3,2004,15.43000030517578,17.75,7.99,13.65,0
-120.13289029294651,40.7627356638782,3,2004,11.050000190734863,11.5,5.83,15,0
-118.76412186260588,38.4151230122331,3,2004,16.979999542236328,9.550000190734863,5.56,14.93,0
-122.81664450410553,38.99866475954923,3,2004,20.200000762939453,36.41999816894531,13.74,17.02,0
-122.10402439793604,38.76739936660367,3,2004,32.29999923706055,27.030000686645508,15.34,15.2,0
-120.71912117273877,36.36331493296024,4,2004,47.83000183105469,0,13.21,14.85,0
-120.1302011604704,40.042048160280395,4,2004,40.959999084472656,0,9.71,17.17,0
-118.5274782047081,37.97679441862697,4,2004,11.149999618530272,10.949999809265137,6.13,15.37,0
-119.51438982344092,35.79859711297688,4,2004,0,1.399999976158142,17.8,16.81,0
-117.69115800463751,33.55854976037622,4,2004,38.20000076293945,17.200000762939453,17.01,12.33,0
-121.50165872328712,42.72042410648718,4,2004,11.699999809265137,29.239999771118164,5.79,16.54,0
-122.53966385906604,41.8383886543227,4,2004,41.15999984741211,20.670000076293945,10.39,15.45,0
-123.56960159741666,38.91261252031368,4,2004,58.83000183105469,55.34000015258789,13.14,12.89,0
-116.47835925791136,33.77368035846512,4,2004,0,2.180000066757202,21.45,15.03,0
-116.9193769839936,35.67489701907576,4,2004,0,13.010000228881836,16.5,14.73,0
-121.81359809051602,40.7627356638782,4,2004,27.18000030517578,65.20999908447266,7.26,13.3,0
-119.88280097266816,36.8097109239947,4,2004,30.469999313354492,0.959999978542328,17.41,16.71,0
-122.22503535936104,40.44272889922097,4,2004,28.18000030517578,25.8799991607666,16.68,14.94,0
-122.92689893562608,41.51838188966546,4,2004,57.13999938964844,21.8700008392334,10.4,16.26,0
-121.21661068081931,35.65607309174298,4,2004,66.26000213623047,0,13.42,11.58,0
-123.06135555943165,40.214152638751514,4,2004,52.83000183105469,43.040000915527344,9.86,12.94,0
-122.60151390601662,41.70393203051714,4,2004,54.279998779296875,19.260000228881836,10.85,16.51,0
-121.48552392843044,41.05047283882211,4,2004,24.950000762939453,20.34000015258789,9.81,16.37,0
-117.48140567150084,35.212366233184625,4,2004,0,6.21999979019165,16.33,13.79,0
-116.97584876599193,33.75754556360845,4,2004,31.600000381469727,15.649999618530272,16.78,16.54,0
-116.42726574086524,34.158226302549025,4,2004,0,7.010000228881836,14.97,15.49,0
-120.8750908563532,40.87836836035099,4,2004,67.61000061035156,12.710000038146973,6.15,14.74,0
-120.80786254445044,36.64836297542803,4,2004,35.47999954223633,0.2300000041723251,14.7,17.26,0
-120.17591641256428,41.66090591089935,4,2004,61.16999816894531,25.969999313354492,8.16,15.14,0
-121.24888027053268,40.464241959029856,4,2004,63.77000045776367,57.4900016784668,4.74,13.33,0
-122.94572286295886,39.83498495961983,4,2004,43.459999084472656,63.970001220703125,7.86,10.46,0
-120.93694090330376,36.26381703134412,4,2004,35.689998626708984,0,14.83,20.42,0
-117.79334503872974,37.089380701510265,4,2004,0,8.229999542236328,14.19,16.43,0
-121.76250457346993,39.06858220392813,4,2004,24.34000015258789,5.099999904632568,16.39,15.91,0
-120.81592994187876,38.59798402060866,4,2004,48.619998931884766,8.84000015258789,15.24,15.17,0
-124.08322590035392,41.924440893558256,4,2004,44.540000915527344,181.7899932861328,11.85,10.98,0
-115.744226091933,32.86744271401564,4,2004,0,12.420000076293944,21.41,16.29,0
-121.29728465510269,38.66790146498756,4,2004,35.849998474121094,6.289999961853027,16.46,15.38,0
-115.99700454468744,35.69372094640854,4,2004,3.880000114440918,26,18.66,14.38,0
-120.47978838236486,37.71594856844418,4,2004,64.93000030517578,0.41999998688697815,16.14,15.61,0
-122.94572286295886,40.87567922787488,4,2004,52.66999816894531,78.05000305175781,9.93,13.73,0
-118.791013187367,38.38016429004366,4,2004,0,10.289999961853027,7.1,14.92,0
-116.42726574086524,36.33373447572301,4,2004,0,10.81999969482422,19.28,16.38,0
-118.13486486319589,33.8409086703679,4,2004,37.970001220703125,6.139999866485596,17.28,9.56,0
-118.02998869662753,33.843597802844016,4,2004,33.16999816894531,9.4399995803833,17.55,9.89,0
-120.64382546340764,41.308629556528786,5,2004,33.27000045776367,38.810001373291016,10.2,15.28,0
-118.75067620022534,34.03990447360013,5,2004,42.29999923706055,0,17.94,8.34,0
-115.16337347709296,35.62649263450576,5,2004,30.989999771118164,0,16.31,13.41,0
-123.56422333246444,40.84878790311377,5,2004,60.189998626708984,27.100000381469727,15.65,17.03,0
-118.18326924776586,34.324952516067924,5,2004,76.06999969482422,0.1899999976158142,16.43,13.74,0
-122.89731847838884,40.62021164264431,5,2004,92.4499969482422,12.539999961853027,15.13,16.85,0
-121.72485671880436,41.68241897070825,5,2004,44.119998931884766,37.45000076293945,10.03,14.73,0
-120.60079934378986,34.981100840239066,5,2004,0,0.07999999821186066,14.53,10.81,0
-120.93425177082766,39.16808010554425,5,2004,119.5,14.65999984741211,15.83,15.5,0
-118.355373726237,36.8097109239947,5,2004,36.630001068115234,23.15999984741211,2.85,12.74,0
-120.35877742093986,35.20967710070852,5,2004,81.9000015258789,0,16.63,17.21,0
-117.7825885088253,34.06141753340902,5,2004,50.560001373291016,0.3799999952316284,20.2,13.89,0
-115.84910225850132,34.725633255008496,5,2004,0,0,22.33,15.66,0
-114.71159922110628,35.002613900047955,5,2004,0,0,27.43,14.87,0
-120.2754143141804,40.485755018838745,5,2004,0,5.010000228881836,11.85,19.22,0
-120.61962327112263,41.513003624713235,5,2004,34.18000030517578,41.58000183105469,10.21,15.67,0
-118.3822650509981,37.18081120569805,5,2004,34.83000183105469,6.659999847412109,10.09,14.93,0
-121.9749460390827,40.4265941043643,5,2004,87.66999816894531,39.400001525878906,19.24,16.22,0
-120.70029724540598,39.337495451539255,5,2004,65.279998779296875,31.6200008392334,11.97,12.93,0
-117.84712768825196,37.36636134654972,5,2004,0,5.769999980926514,17.63,18.13,0
-120.36415568589209,35.31724239975297,5,2004,52.29999923706055,0,16.56,19.45,0
-116.08843504887524,33.83284127293957,5,2004,0,0,20.78,17.93,0
-119.41489192182482,36.906519693134705,5,2004,92.9000015258789,5.989999771118164,18.57,16.44,0
-116.05347632668578,34.91118339586017,5,2004,0,0,22.87,16.68,0
-122.5477312564944,38.91261252031368,5,2004,132.0500030517578,4.460000038146973,16.46,15.76,0
-118.53285646966032,34.03990447360013,5,2004,41.58000183105469,0,18.8,7.93,0
-121.31073031748323,39.281023669540915,5,2004,89.94999694824219,5.989999771118164,18.57,15.45,0
-119.42564845172926,36.13742780496689,5,2004,43.689998626708984,0,20.52,17.83,0
-119.99574453666484,42.7016001791544,5,2004,49.38999938964844,45.459999084472656,9.91,15.61,0
-119.99305540418872,37.15391988093694,5,2004,31.75,2.190000057220459,19.7,18.45,0
-120.33457522865486,40.370122322365965,5,2004,0,0.5299999713897705,12.36,18.87,0
-121.48821306090656,36.9522349452286,5,2004,46.0099983215332,2.869999885559082,16.8,15.3,0
-120.28885997656096,38.52537744375366,5,2004,42.31999969482422,37.400001525878906,11.94,15.42,0
-122.49663773944827,41.919062628606035,5,2004,73.20999908447266,30.860000610351563,13.1,16.04,0
-116.80912255247304,34.93807472062129,5,2004,0,0,20.12,16.52,0
-121.21929981329544,39.02555608431035,5,2004,91,3.7300000190734863,18.95,15.96,0
-120.60617760874209,35.3737141817513,5,2004,65.73999786376953,0,15.61,17.6,0
-123.65565383665222,42.24444765821549,5,2004,77.16999816894531,47.290000915527344,12.36,15.03,0
-118.331171533952,35.34682285699019,5,2004,18.5,0.00999999977648258,14.82,14.17,0
-121.55006310785711,37.64065285911307,5,2004,38.88999938964844,2.4000000953674316,16.82,13.69,0
-119.99574453666484,35.93036460430633,6,2004,0,0,24.31,16.83,0
-117.29585553064916,36.54886507381191,6,2004,0,1.3600000143051147,29.02,16.45,0
-122.67143135039552,38.40974474728088,6,2004,110.94000244140624,0.6299999952316284,18.52,16.62,0
-117.61048403035416,34.08561972569402,6,2004,21.56999969482422,0.00999999977648258,21.38,14.06,0
-115.06656470795296,34.93000732319295,6,2004,0,0,28.44,15.26,0
-122.69563354268053,39.03362348173869,6,2004,58.04999923706055,1.4600000381469729,20.62,18.29,0
-118.52209993975588,34.986479105191286,6,2004,15.489999771118164,0,18.84,14.6,0
-115.80876527135966,32.64962298345063,6,2004,0,0,27.92,20.29,0
-117.68577973968527,35.66682962164742,6,2004,0,0,27.48,18.96,0
-122.8139553716294,40.89988142015988,6,2004,96.0500030517578,12.979999542236328,18.44,17.91,0
-119.99036627171262,42.08041057717271,6,2004,81.83000183105469,14.43000030517578,14.13,16.53,0
-120.86971259140098,38.831938546030344,6,2004,123.7300033569336,0.00999999977648258,21.54,17.34,0
-116.76071816790304,34.569663571394045,6,2004,0,0,24.25,19.55,0
-120.12482289551818,35.029505224809064,6,2004,48.5099983215332,0,20.2,17.92,0
-117.58090357311696,36.29339748858134,6,2004,0,0.6600000262260437,22.76,17.92,0
-118.2397410297642,34.497056994539044,6,2004,29.049999237060547,0.01999999955296516,21.48,16.8,0
-121.02568227501544,41.19568599253211,6,2004,97.62000274658205,14.84000015258789,16.68,18.44,0
-119.87473357523984,34.86815727624239,6,2004,7.590000152587891,0,20.38,17.14,0
-118.28007801690588,34.48361133215849,6,2004,25.81999969482422,0.00999999977648258,21.5,16.79,0
-123.03177510219442,40.23835483103652,6,2004,85.80000305175781,4.570000171661377,17.85,17.08,0
-120.11944463056597,34.6557158106296,6,2004,42.959999084472656,0.01999999955296516,17.92,15.12,0
-116.7042463859047,34.090997990646244,6,2004,63.459999084472656,0.07000000029802322,18.57,17.41,0
-115.5102715665113,36.05944296315967,6,2004,0,0.5600000023841858,21.7,15.98,0
-119.88011184019206,35.540440395270195,6,2004,0,0,24.12,17.17,0
-115.99700454468744,36.13204954001467,6,2004,0,0,27.6,17.85,0
-116.40575268105634,33.824773875511234,6,2004,7.190000057220459,0,29.37,16.8,0
-120.15709248523152,38.19461414919198,6,2004,74.08000183105469,0.550000011920929,18.98,16.45,0
-121.79477416318323,37.56804628225807,6,2004,54.84000015258789,0,18.38,13.25,0
-120.13289029294651,35.48934687822408,6,2004,0,0,20.76,20.74,0
-115.03429511823964,33.11215376934176,6,2004,0,0,30.82,14.5,0
-118.01923216672309,36.067510360588,6,2004,0,0.8700000047683716,20.43,17,0
-115.27362790861352,34.841265951481276,6,2004,0,0,29.02,16.22,0
-120.8481995315921,41.58561020156824,6,2004,39.349998474121094,7.679999828338623,15.85,17.91,0
-117.54056658597528,34.585798366250714,6,2004,0,0,24.21,20.6,0
-121.353756437101,41.62056892375769,6,2004,50.290000915527344,4.800000190734863,15.72,18.53,0
-115.95397842506966,34.51588092187182,6,2004,0,0,30.96,17.07,0
-119.49825502858424,40.84878790311377,6,2004,34.43000030517578,9.93000030517578,15.69,15.68,0
-120.91004957854264,40.61214424521597,6,2004,64.55000305175781,19.09000015258789,13.31,18.67,0
-117.67233407730474,33.615021542374556,6,2004,40.77000045776367,0,19.86,10.47,0
-123.45396890094388,38.80235808879312,6,2004,116.02999877929688,0.5600000023841858,16.48,13.16,0
-116.8010551550447,32.749120885066745,7,2004,0,0.6100000143051147,23.47,16.95,0
-116.3707939588669,33.975365294173464,7,2004,0,1.3799999952316284,27.07,17.49,0
-119.4606071739187,35.024126959856844,7,2004,0,0,26.41,17.1,0
-120.84013213416377,36.26650616382023,7,2004,2.390000104904175,0,23.18,21.45,0
-117.70191453454196,33.48863231599733,7,2004,0,0,21.59,11.29,0
-119.68111603695982,35.15320531871018,7,2004,0,0,25.81,17.47,0
-116.4649135955308,35.68296441650409,7,2004,0,0.10999999940395357,37.15,16.78,0
-123.9622149389289,41.10156635586822,7,2004,103.12000274658205,0.6200000047683716,19.21,13.74,0
-119.54397028067817,34.935385588145174,7,2004,16.329999923706055,0,24.76,19.2,0
-116.45953533057856,35.734057933550204,7,2004,0,0.23999999463558197,36.98,16.72,0
-116.76878556533136,35.83355583516632,7,2004,0,0.36000001430511475,31.07,15.44,0
-116.27936345467911,32.64155558602229,7,2004,24.13999938964844,1.4800000190734863,22.93,20.14,0
-119.7940596009565,39.5391803872476,7,2004,0,1.25,25.01,18.66,0
-116.40306354858023,36.583823796001354,7,2004,0,0.10999999940395357,30.55,18.55,0
-120.2754143141804,40.67668342464265,7,2004,22.959999084472656,6.570000171661377,20.65,19.38,0
-118.8098371146998,38.18654675176365,7,2004,21.84000015258789,12.25,18.81,19.16,0
-119.95271841704704,41.55871887680713,7,2004,12.6899995803833,5.380000114440918,19.43,18.27,0
-115.12303648995128,32.76525567992341,7,2004,0,0.01999999955296516,33.11,15.02,0
-117.4464469493114,35.04026175471351,7,2004,0,0,29.23,18.28,0
-116.58323542447968,35.34682285699019,7,2004,0,5.659999847412109,30.37,17.4,0
-117.33081425283861,35.02681609233295,7,2004,0,0,30.07,18.49,0
-120.1302011604704,38.77815589650812,7,2004,76.43000030517578,3.1500000953674316,19,15.86,0
-117.6884688721614,35.66682962164742,7,2004,0,0,29.88,19.57,0
-121.23005634319988,36.123982142586335,7,2004,62.43000030517578,0.00999999977648258,22.12,20.13,0
-120.37491221579651,36.933411017895814,7,2004,0,0,25.01,18.67,0
-115.5102715665113,33.260056055527876,7,2004,0,0.28999999165534973,32.42,16.3,0
-117.14795324446304,33.47249752114067,7,2004,31.809999465942383,0.10000000149011612,23.56,17.12,0
-122.70101180763274,41.814186462037696,7,2004,130.0399932861328,11.199999809265137,22.64,17.46,0
-121.70872192394768,39.46657381039259,7,2004,17.170000076293945,0,25.33,17.52,0
-121.474767398526,36.172386527156334,7,2004,0,0,22.94,14.34,0
-121.9292307869888,38.581849225751995,7,2004,143.57000732421875,0.01999999955296516,24.18,19.09,0
-121.160138898821,38.89647772545701,7,2004,74.44999694824219,0,25.04,16.97,0
-123.13396213628664,40.187261313990405,7,2004,104.7300033569336,0.550000011920929,22.22,17.29,0
-123.94070187912,42.01049313279381,7,2004,129.3000030517578,2.490000009536743,19.9,17.04,0
-117.29854466312528,36.93610015037193,7,2004,0,0.00999999977648258,32.89,16.95,0
-120.36415568589209,37.594937607019176,7,2004,3.7300000190734863,0,25.76,17.15,0
-117.32005772293417,35.38715984413186,7,2004,0,0.10000000149011612,28.84,16.94,0
-116.16373075820634,35.52699473288964,7,2004,0,1.0299999713897705,34.91,16.27,0
-115.00202552852627,33.553171495423996,7,2004,0,0.119999997317791,33.18,14.44,0
-116.06423285659022,36.43861064229135,7,2004,0,2.450000047683716,28.83,16.04,0
-121.15476063386878,39.958685053520945,8,2004,27.440000534057617,0.6200000047683716,19.32,13.7,0
-121.3967825567188,38.08167058519531,8,2004,42.95000076293945,0,22.74,16.85,0
-123.2899318199011,39.64674568629204,8,2004,111.1500015258789,0.09000000357627869,22.47,15.74,0
-117.48678393645308,36.74248261209192,8,2004,0,13.289999961853027,24.39,14.74,0
-120.1974294723732,40.10658733970706,8,2004,0,6.769999980926514,21.27,19.8,0
-117.22862721874638,34.88429207109906,8,2004,0,7.079999923706055,28.01,18.1,0
-116.91668785151748,33.1471124915312,8,2004,0.28999999165534973,1.7799999713897705,22.96,17.66,0
-121.35106730462488,38.226883738905315,8,2004,0,0,22.96,17.26,0
-114.76000360567627,34.66647234053405,8,2004,0,15.199999809265137,31.67,13.58,0
-118.00309737186642,34.42445041768404,8,2004,0,0.119999997317791,23.72,16.96,0
-114.43730770854292,33.375688752000656,8,2004,0,28.90999984741211,31.86,15.2,0
-120.49592317722151,39.748932720384275,8,2004,50,3.259999990463257,17.21,19.01,0
-116.17448728811078,35.863136292403546,8,2004,2.880000114440918,4.070000171661377,32.02,16.04,0
-119.86935531028762,36.94147841532415,8,2004,0,0,25.95,19.23,0
-119.78868133600427,42.22562373088272,8,2004,0,19.350000381469727,19.58,18.1,0
-120.60617760874209,38.76202110165145,8,2004,76.06999969482422,0,23.49,17.75,0
-117.93317992748752,35.70985574126521,8,2004,0,4.460000038146973,25.84,17.33,0
-120.8239973393071,38.47159479423144,8,2004,41.290000915527344,0,24.26,19.22,0
-123.61262771703444,42.029317060126594,8,2004,146.1999969482422,17.020000457763672,21.02,19.52,0
-119.4848093662037,37.266863444933605,8,2004,0,0.03999999910593033,23.38,17.18,0
-121.11711277920324,40.82189657835265,8,2004,41.150001525878906,2.0399999618530273,18.24,17.53,0
-115.16606260956908,34.747146314817385,8,2004,0,26.459999084472656,30.53,14.42,0
-121.19509762101043,37.10282636389082,8,2004,2.190000057220459,0,23.42,15.26,0
-115.2655605111852,34.34646557587681,8,2004,0,8.529999732971191,33.48,15.24,0
-115.26018224623296,32.92122536353786,8,2004,0,1.2100000381469729,32.48,15.55,0
-119.4579180414426,37.97948355110309,8,2004,16.90999984741211,11.699999809265137,12.6,15.42,0
-118.28007801690588,34.17167196492959,8,2004,0,0,22.75,12.6,0
-121.88889379984714,40.40777017703152,8,2004,43.04999923706055,0.09000000357627869,26.24,18.32,0
-115.44842151956075,34.841265951481276,8,2004,0,35.65999984741211,29.6,14.78,0
-120.63844719845542,41.17955119767544,8,2004,32.779998779296875,12.710000038146973,17.87,18.12,0
-114.7653818706285,34.81975289167239,8,2004,0,17.200000762939453,31.83,13.21,0
-123.56691246494054,42.08578884212493,8,2004,144.6999969482422,14.829999923706056,21.09,19.57,0
-117.58090357311696,36.63222818057136,8,2004,0,7.760000228881836,26.88,15.98,0
-123.69599082379388,40.39432451465097,8,2004,99.6500015258789,7.199999809265137,20.88,17.06,0
-121.64149361204493,42.30898683764216,8,2004,0,9.199999809265137,18.31,20.02,0
-117.0457662103708,36.911897958086925,8,2004,9.420000076293944,34.25,21.14,16.07,0
-122.1873875046955,37.84771605977363,8,2004,37.27000045776367,0,19.51,12.35,0
-121.29190639015044,41.18224033015156,8,2004,58.86000061035156,11.619999885559082,19.91,15.36,0
-119.9177596948576,39.5633825795326,8,2004,0,9.989999771118164,19.23,18.48,0
-114.94286461405184,33.41333660666622,8,2004,0,9.420000076293944,32.49,15.32,0
-123.54539940513166,38.83462767850645,9,2004,53.439998626708984,3.4100000858306885,16.3,12.13,0
-114.5018468879696,34.42713955016015,9,2004,0,17.489999771118164,29.88,15.93,0
-116.62088327914525,35.35489025441852,9,2004,0,6.039999961853027,25.05,17.02,0
-115.01816032338296,35.034883489761285,9,2004,0,9.850000381469728,24.71,14.63,0
-119.42027018677705,36.056753830683554,9,2004,0.6100000143051147,0,23.2,19.7,0
-117.9735169146292,35.6614513566952,9,2004,0,0.00999999977648258,21.49,16.1,0
-120.04145978875871,35.45438815603464,9,2004,0,0,21.9,19.93,0
-118.26663235452531,38.31024684566477,9,2004,7.980000019073486,12.390000343322754,13.54,18.67,0
-121.65493927442546,37.377117876454165,9,2004,14.470000267028809,7.079999923706055,21.49,10.43,0
-117.6642666798764,34.3437764434007,9,2004,7.679999828338623,1.4900000095367432,15.21,13.99,0
-120.8992930486382,36.27188442877245,9,2004,0.10999999940395357,0.01999999955296516,21,22.23,0
-117.62392969273472,37.25610691502917,9,2004,0,0.12999999523162842,22.39,17.07,0
-120.893914783686,38.27797725595143,9,2004,0,8,22.88,16.55,0
-119.76179001124316,41.768471209943804,9,2004,0,3.740000009536743,12.57,18.77,0
-118.04074522653198,34.636891883296826,9,2004,0.36000001430511475,0.05000000074505806,23.36,19.18,0
-122.63378349572996,38.78353416146034,9,2004,0,1.1399999856948853,21.43,17.59,0
-117.82561462844308,37.344848286740834,9,2004,0,0.5199999809265137,19.98,18.41,0
-119.40413539192036,41.330142616337675,9,2004,0,3.759999990463257,13.5,18.16,0
-122.60151390601662,38.815803751173675,9,2004,16.290000915527344,0.9300000071525574,21.26,19.28,0
-120.02263586142595,36.218101779250226,9,2004,0.6499999761581421,0,23.57,19.06,0
-117.82023636349084,35.35489025441852,9,2004,0,0,24.38,21.22,0
-121.5419957104288,40.4265941043643,9,2004,28.219999313354492,27.809999465942383,11.18,15.55,0
-116.9946726933247,36.79088699666192,9,2004,0,0.9800000190734864,19.73,16.08,0
-121.2784607277699,42.68008711934551,9,2004,12.010000228881836,1.9600000381469729,11.62,21.46,0
-117.2071141589375,34.91656166081239,9,2004,2.2100000381469727,0.8500000238418579,24.6,18.63,0
-120.00381193409316,33.96191963179291,9,2004,0.20999999344348907,8.5,19.1,8.06,0
-116.94626830875472,36.15625173229967,9,2004,0,2.4200000762939453,29,15.8,0
-117.88746467539364,36.75861740694859,9,2004,0,0,26.76,18.77,0
-117.00005095827692,36.6187825181908,9,2004,1.4299999475479126,3.2300000190734863,32.14,15.67,0
-116.58323542447968,34.22814374692792,9,2004,0,10.369999885559082,20.75,13.23,0
-120.11675549808984,34.71218759262794,9,2004,1.440000057220459,0,21.03,17.59,0
-122.3810050429755,38.60874055051311,9,2004,51.040000915527344,1.6399999856948853,21.92,19.06,0
-119.87204444276372,37.76973121796641,9,2004,8.4399995803833,4.21999979019165,16.78,14.9,0
-120.42331660036652,41.42695138547768,9,2004,8.180000305175781,5.630000114440918,13.63,20.39,0
-121.22736721072378,42.44344346144772,9,2004,7.550000190734863,1.5099999904632568,12.37,22.45,0
-119.80481613086094,35.07253134442684,9,2004,3.7100000381469727,0,21.55,14.73,0
-123.76590826817278,40.24373309598874,9,2004,68.88999938964844,5.889999866485596,18.75,19.05,0
-123.76590826817278,42.075032312220486,9,2004,13.09000015258789,48.20000076293945,15.71,16.56,0
-122.23310275678938,41.67704070575602,9,2004,27.610000610351563,2.7699999809265137,13.28,13.92,0
-116.79567689009248,34.36260037073348,9,2004,0,8.09000015258789,21.53,17.25,0
-114.5529404050157,34.64764841320127,10,2004,0.8199999928474426,57.31999969482422,20.94,11.82,0
-120.13557942542262,34.60193316110738,10,2004,16.079999923706055,152.19000244140625,16.05,12.96,0
-120.55508409169596,40.84609877063765,10,2004,0,58.36000061035156,7.07,16.63,0
-121.81359809051602,39.259510609732025,10,2004,29.270000457763672,90.61000061035156,16.86,13.54,0
-123.0748012218122,39.83498495961983,10,2004,18.540000915527344,112.0999984741211,14.03,15.53,0
-121.5930892274749,39.21379535763813,10,2004,0,97.30999755859376,16.8,13.7,0
-122.56117691887496,38.649077537654776,10,2004,0.800000011920929,118.79000091552734,14.9,11.81,0
-123.57497986236888,41.32745348386156,10,2004,12.550000190734863,182.35000610351565,14.28,14.41,0
-114.60134478958572,33.90275871731846,10,2004,0,48.709999084472656,21.56,14.62,0
-114.34318807187904,33.39451267933344,10,2004,0,54.04999923706055,20.51,14.89,0
-117.09954885989303,33.27887998286066,10,2004,16.530000686645508,182.2400054931641,17.77,12.62,0
-121.94536558184548,38.283355520903655,10,2004,49.619998931884766,69.16999816894531,16.51,13.03,0
-115.06118644300074,33.05837111981953,10,2004,0,33.08000183105469,22.25,13.62,0
-123.53464287522722,39.11429745602202,10,2004,0,121.0500030517578,14.48,13.89,0
-123.05866642695553,39.07933873383258,10,2004,7.239999771118164,117.81999969482422,14.75,12.45,0
-115.78456307907466,35.435564228701864,10,2004,0,52.84000015258789,15.47,11.83,0
-115.21446699413907,33.85435433274846,10,2004,0,21.59000015258789,22.16,13.52,0
-117.99502997443808,34.308817721211256,10,2004,0,297.3500061035156,13.75,11.21,0
-117.28240986826862,36.59726945838191,10,2004,0.18000000715255737,22.18000030517578,19.62,12.82,0
-120.16515988265984,37.10282636389082,10,2004,18.540000915527344,93.04000091552734,16.54,14.04,0
-120.01456846399762,36.33642360819912,10,2004,0.01999999955296516,49.88999938964844,17.31,14.15,0
-115.88137184821466,35.89809501459299,10,2004,0,23.459999084472656,17.41,13.66,0
-116.52138537752911,33.741410768751784,10,2004,0,50.52000045776367,20.45,12.96,0
