x,y,month,year,aet,cwd,pet,ppt,tmn,tmx,ppt_winter_sum,tmx_summer_mean,cec,drclass,om,ph
-119.52244343740172,34.989170443052856,10,2000,0.6200000047683716,96.9800033569336,97.5999984741211,20.90999984741211,5.53000020980835,22.1200008392334,199.3300018310547,32.69333267211914,12.843689918518066,3,0.3212212920188904,8.01449966430664
-118.96848230535744,35.193544452933274,10,2000,0,105.5999984741211,105.5999984741211,11.619999885559082,11.5600004196167,25.639999389648438,111.97000122070313,35.3033332824707,20.09766387939453,5,0.7699785232543945,8.132299423217773
-120.22430681343845,37.6809912837147,10,2000,0,87.30000305175781,87.30000305175781,93.94000244140625,9.880000114440918,23.350000381469727,190.52999877929688,33.563331604003906,19.971206665039063,3,1.3768656253814697,6.094359397888184
-119.77253268633434,36.36331674632778,10,2000,0,96.9000015258789,96.9000015258789,36.47999954223633,10.25,25.030000686645508,99.79000091552734,34.96666717529297,7.928833484649658,3,0.7285875678062439,8.130675315856934
-119.8370718473492,35.172031399261655,10,2000,0,96.0999984741211,96.0999984741211,30.3700008392334,8.760000228881836,23.5,170.19000244140625,33.90666580200195,12.641170501708984,3,0.25913503766059875,8.012452125549316
-120.20548289147575,37.100138834580875,10,2000,18.540000915527344,73.26000213623047,91.80000305175781,72.87999725341797,9.350000381469727,23.760000228881836,131.6699981689453,33.869998931884766,11.092183113098145,4,0.3090934753417969,7.233547687530518
-119.734884842409,35.49741633604495,10,2000,0,98.80000305175781,98.80000305175781,11.520000457763672,10.729999542236328,25.010000228881836,101.88999938964844,35.459999084472656,12.554259300231934,3,0.16511893272399902,8.101262092590332
-119.86127403272978,36.69945820994689,10,2000,1.3799999952316284,95.220001220703125,96.5999984741211,53.209999084472656,10.279999732971191,24.5,123.12000274658203,35.07666778564453,3.4514572620391846,2,0.3125085234642029,6.812134265899658
-120.77020055035588,38.721685255079464,10,2000,15.600000381469727,70.5,86.0999984741211,146.08999633789063,8.520000457763672,20.989999771118164,328.1499938964844,31.536666870117188,21.278491973876953,3,2.57810640335083,5.756272315979004
-119.67303481310309,35.23388142856757,10,2000,0.029999999329447746,100.56999969482422,100.5999984741211,21.209999084472656,9.859999656677246,23.1299991607666,155.2899932861328,33.48666763305664,15.5545015335083,3,0.1854333132505417,8.067098617553711
-119.37454119340931,35.97070351682066,10,2000,0,99.80000305175781,99.80000305175781,29.399999618530273,10.140000343322754,25.149999618530273,103.68000030517578,35.27333450317383,10.64302921295166,3,0.8821516633033752,7.971421718597412
-119.96615016937896,36.46550375126799,10,2000,0,97.9000015258789,97.9000015258789,42.04999923706055,9.890000343322754,25.100000381469727,109.94000244140625,34.98666763305664,15.388007164001465,6,0.4929657578468323,7.80374002456665
