x,y,month,year,aet,tmx,ppt_winter_sum,tmx_summer_mean,cec,drclass,om,ph,tdiff,presence
-116.233333,32.866667,12,1999,0,20.239999771118164,23.780000686645508,38.619998931884766,4.625174045562744,2,0.4090131521224976,7.949892044067383,15.07,1
-119.44417,35.13333,9,2000,0,31.5,74.05000305175781,34.849998474121094,11.516584396362305,3,0.3381194770336151,8.152241706848145,15.7,1
-116.9619,34.4569,10,2000,0,25.290000915527344,90.66999816894533,36.87666702270508,12.657302856445313,3,0.25,8.199999809265137,16.33,1
-114.193,34.231,11,2001,0,26.489999771118164,3.359999895095825,42.49333190917969,7.440000057220459,3,0.4099999964237213,8.289999961853027,13.59,1
-114.286,34.173,11,2001,0,26.479999542236328,4.639999866485596,42.48333358764648,7.990217685699463,1,0.25,8.094524383544922,13.99,1
-114.228056,34.202111,3,2003,25.200000762939453,25.3700008392334,54.810001373291016,41.90999984741211,9.698163986206056,3,0.34975528717041016,8.275132179260254,14.08,1
-117.9273501,35.7110744,3,2003,59.65999984741211,17.6299991607666,96.160003662109375,36.02333450317383,4.559999942779541,1,0.28999999165534973,7.909999847412109,14.25,1
-116.345418,36.193326,6,2003,0,37.65999984741211,48.57999801635742,39.28333282470703,4.187350749969482,3,0.29691365361213684,8.329442024230957,17.61,1
-116.30972,33.825,6,2003,0,36.630001068115234,40.38999938964844,38.83000183105469,4.902254581451416,3,0.2524557411670685,8.468091011047363,15.86,1
-114.22833,34.20278,9,2003,3.2300000190734863,40.16999816894531,54.810001373291016,41.90999984741211,9.698163986206056,3,0.34975528717041016,8.275132179260254,15.04,1
-114.49,34.095833,9,2003,0,40.06999969482422,53.36000061035156,41.62333297729492,10.479999542236328,3,0.33000001311302185,8.270000457763672,16.05,1
-119.4086,35.0606,10,2003,0,29.600000381469727,83.25,34.540000915527344,9.583195686340332,3,0.3174731731414795,8.166543960571289,15.42,1
-117.8722487,35.6991251,2,2004,0,14.68000030517578,77.51000213623047,37.95000076293945,5.110000133514404,2,0.5400000214576721,8.039999961853027,13.54,1
-116.65,35.016667,4,2004,15.760000228881836,27.280000686645508,57.11000061035156,39.36000061035156,3.7300000190734863,2,0.4099999964237213,8.109999656677246,15.75,1
-119.014722,34.931944,5,2004,9.40999984741211,26.479999542236328,147.77999877929688,32.666664123535156,8.4399995803833,3,0.25,8.199999809265137,16.38,1
-119.36417,35.32222,8,2004,0,35.0099983215332,85.37999725341797,34.75,24.489999771118164,4,0.20999999344348907,8.199999809265137,16.44,1
-116.483889,34.483889,10,2004,23.729999542236328,25.229999542236328,216.7100067138672,37.02000045776367,3.6905417442321777,1,0.09168994426727296,8.19080638885498,14.94,1
-115.45111,34.28722,10,2004,0,29.5,144.8300018310547,41.70000076293945,6.360000133514404,1,0.44999998807907104,8.180000305175781,14.33,1
-117.9284499,35.688525,10,2004,14.640000343322754,23.190000534057617,179.50999450683594,35.176666259765625,4.559999942779541,1,0.28999999165534973,7.909999847412109,14.82,1
-115.07478,33.93462,2,2005,11.5600004196167,16.93000030517578,160.27999877929688,39.44333267211914,10.896313667297363,3,0.38412079215049744,8.195603370666504,9.25,1
-115.87667,33.51306,3,2005,78.839996337890625,24.290000915527344,149.3000030517578,39.0433349609375,1.958735704421997,1,0.3195444941520691,8.234352111816406,13.35,1
-119.612778,35.017222,4,2005,40.349998474121094,18.959999084472656,297.8800048828125,32.30999755859375,12.273125648498535,3,0.5062003135681152,8.03046989440918,16.23,1
-117.56778,35.39083,4,2005,64.660003662109375,20.729999542236328,205.76998901367188,34.69000244140625,3.3579342365264893,3,0.28999999165534973,8.279012680053711,14.46,1
-116.1175,35.3761,9,2005,0,36.75,141.22999572753906,41.7599983215332,6.360000133514404,1,0.44999998807907104,8.180000305175781,18.18,1
-119.696667,35.046667,9,2005,7.610000133514404,28.190000534057617,255.8300018310547,32.57666778564453,6.942429542541504,3,0.22899051010608673,8.197504043579102,17.42,1
-116.3468,33.2219,10,2005,3.740000009536743,30.049999237060547,0,41.22666549682617,3.336737632751465,2,0.25598645210266113,8.199999809265137,14.72,1
-116.1171,32.8776,10,2005,8.989999771118164,30.8799991607666,0,40.80666732788086,4.010000228881836,2,0.33000001311302185,8.170000076293945,17.19,1
-116.2314,32.8656,4,2006,0,25.989999771118164,9,40.21333312988281,4.54174280166626,2,0.3982972502708435,7.979743480682373,16.87,1
-118.946131,36.098577,4,2006,130.89999389648438,20.3799991607666,163.44000244140625,36.09000015258789,20.821561813354492,3,0.9591755270957948,7.163435935974121,12.05,1
-116.3638,32.9647,5,2006,0,33.41999816894531,27.420000076293945,39.38666534423828,6.5491623878479,3,0.31309622526168823,7.963388919830322,20.96,1
-116.3436,33.1354,7,2006,0,41.209999084472656,6.309999942779541,40.1533317565918,4.010000228881836,2,0.33000001311302185,8.170000076293945,16.47,1
-117.310342,33.651516,10,2006,0,26.68000030517578,47.64999771118164,33.03666687011719,6.4631667137146,4,0.14174601435661316,8.680255889892578,15.78,1
-116.2199,32.8638,11,2006,0,26.43000030517578,3.6700000762939458,40.03000259399414,4.010000228881836,2,0.33000001311302185,8.170000076293945,16.28,1
-119.131389,35.18,8,2007,0,35.529998779296875,42.599998474121094,34.80999755859375,26.041343688964844,5,0.7439874410629272,7.008388042449951,15.97,1
-116.19794,32.84568,12,2007,0,17.549999237060547,40.56999969482422,40.28666687011719,4.010000228881836,2,0.33000001311302185,8.170000076293945,12.76,1
-116.18838,32.87094,12,2007,0,17.65999984741211,37.08000183105469,40.400001525878906,4.010000228881836,2,0.33000001311302185,8.170000076293945,12.75,1
-116.24698,33.17425,12,2007,1.1699999570846558,17.59000015258789,56.13999938964844,40.27000045776367,3,1,0.25,7.900000095367432,11.83,1
-116.083183,35.301817,3,2008,0,25.8799991607666,39.310001373291016,42.74333190917969,6.360000133514404,1,0.4229675829410553,8.234384536743164,18.5,1
-119.94279,35.270831,3,2008,0,18.88999938964844,233.66000366210935,34.27000045776367,24.93777847290039,4,0.08000892400741577,8.176180839538574,16.68,1
-118.111656,35.140457,3,2008,10.75,19.38999938964844,94.74000549316406,36.086666107177734,0.6800000071525574,1,0.550000011920929,7.900000095367432,15.44,1
-116.3235,35.938583,4,2008,0,27.309999465942383,36.77000045776367,40.1966667175293,9.580644607543944,3,0.34076163172721863,8.263128280639648,16.85,1
-115.38056,35.59833,4,2008,0,24.93000030517578,70.51000213623047,38.279998779296875,4.909999847412109,3,0.30000001192092896,8.59000015258789,15.58,1
-117.684648,37.098548,12,2008,0,12.670000076293944,40.119998931884766,37.49666595458984,3,1,0.2800000011920929,8.210000038146973,12.32,1
-117.682771,37.100073,12,2008,0,12.68000030517578,39.970001220703125,37.50333404541016,3,1,0.2800000011920929,8.210000038146973,12.34,1
-120.85807,36.71513,1,2009,0,15.260000228881836,113.19000244140624,32.20333480834961,20.060941696166992,3,0.4983038902282715,8.064393997192383,13.25,1
-116.30655,34.00981,1,2009,3.180000066757202,13.760000228881836,103.9699935913086,30.796667098999023,3.5534377098083496,2,0.15556176006793976,7.451706409454346,12.02,1
-115.7492,34.536729,3,2009,0,25.84000015258789,51.54999923706055,40.720001220703125,6.360000133514404,1,0.44999998807907104,8.217494010925293,17.81,1
-119.431111,34.942694,5,2009,39.79999923706055,28.549999237060547,141.60000610351565,32.00666809082031,19.698345184326172,3,0.8130199313163757,7.660460948944092,18.09,1
-116.42231,32.98049,9,2009,3.319999933242798,37.06999969482422,135.6699981689453,37.130001068115234,12.75,3,0.25,8.199999809265137,20.08,1
-116.42222,33.36881,10,2009,0,28.729999542236328,168.88999938964844,38.53000259399414,4.3570709228515625,2,0.37457793951034546,8.045818328857422,16.53,1
-120.32333,36.25167,10,2009,0,24.280000686645508,219.88999938964844,34.143333435058594,14.77157974243164,3,0.3584357500076294,7.379209518432617,14.55,1
-116.349,33.2708,11,2009,0.02999999932944774,25.690000534057617,132.99000549316406,39.7400016784668,4.730740070343018,2,0.2514473497867584,8.194572448730469,15.44,1
-115.16931,33.42461,12,2009,0,15.079999923706056,121.73999786376952,38.31333541870117,9.68000030517578,3,0.5,8.09000015258789,10.64,1
-114.76865,34.897567,4,2010,17.760000228881836,26.329999923706055,124.05999755859376,40.84333419799805,10.479999542236328,3,0.33000001311302185,8.270000457763672,14.65,1
-115.27324,33.82048,4,2010,7.949999809265137,26.93000030517578,89.43999481201172,40.05999755859375,4.25259256362915,3,0.16714127361774445,7.793231964111328,13.84,1
-119.862894,35.189811,4,2010,0,17.959999084472656,201.25,32.96666717529297,12.471097946166992,3,0.20550437271595,7.9057536125183105,13.95,1
-115.377417,35.455867,5,2010,0,25.579999923706055,131.57000732421875,37.43000030517578,4.834451198577881,3,0.29478976130485535,8.599263191223145,13.4,1
-116.046267,35.864183,6,2010,22.799999237060547,35.970001220703125,117.83999633789064,38.189998626708984,2.984140157699585,1,0.26202237606048584,8.283145904541016,16.04,1
-116.68854,34.44854,9,2010,0,34.56999969482422,133.44000244140625,36.276668548583984,17.489999771118164,3,0.119999997317791,8.829999923706055,18.85,1
-116.50883,34.41604,9,2010,0,35.40999984741211,134.3300018310547,37.116668701171875,10.927544593811035,2,0.12270579487085342,8.254056930541992,18.53,1
-116.4224,36.387133,9,2010,0.36000001430511475,36.43000030517578,89.29000091552734,38.47666549682617,2.9860000610351563,1,0.2628462016582489,8.275031089782715,21.46,1
-115.37572,35.45615,9,2010,0,35,130.97000122070313,37.4900016784668,3.652806043624878,3,0.20813968777656555,8.743321418762207,17.24,1
-116.25866,33.16684,10,2010,0.15000000596046448,30,81.05999755859375,40.12666702270508,4.010000228881836,2,0.33000001311302185,8.170000076293945,13.38,1
-117.90971,35.71111,10,2010,0,24.959999084472656,155.8300018310547,35.43666458129883,4.9615912437438965,2,0.4715422391891479,8.005328178405762,13.86,1
-115.0259,34.20098,10,2010,0,31.059999465942383,50.15999984741211,41.27333068847656,6.360000133514404,1,0.34401756525039673,8.393033981323242,13.95,1
-117.9842,36.210267,10,2010,0,23.600000381469727,157.52999877929688,33.72999954223633,9.230457305908203,3,0.3460724353790283,7.752640724182129,13.33,1
-117.91667,35.68447,10,2010,8.6899995803833,24.6200008392334,167.25999450683594,35.09333419799805,4.5633544921875,1,0.28999999165534973,7.911421298980713,13.75,1
-115.7426,34.44254,10,2010,0,30.479999542236328,44.349998474121094,40.43000030517578,6.360000133514404,1,0.44999998807907104,8.180000305175781,14.11,1
-117.34162,35.80402,10,2010,0,27.6200008392334,85.470001220703125,38.186668395996094,3.4023139476776123,2,0.5099999904632568,8.07609748840332,13.81,1
-115.24507,34.11348,10,2010,0,29.88999938964844,48.70000076293945,40.21999740600586,6.360000133514404,1,0.44999998807907104,8.180000305175781,13.21,1
-115.86917,35.9325,10,2010,1.2400000095367432,26.049999237060547,97.73999786376952,36.9466667175293,5.169887065887451,1,0.2652457654476166,8.434514045715332,14.23,1
-116.3036,35.86625,11,2010,0,21.100000381469727,88.55999755859375,39.689998626708984,7.910638332366943,3,0.30936816334724426,8.2527313232421875,14.27,1
-116.30322,33.8406,11,2010,0,23.1200008392334,111.37000274658205,38.849998474121094,1.5,1,0.33000001311302185,8.199999809265137,14.14,1
-116.4845,34.53617,12,2010,4.929999828338623,16.1200008392334,118.95999908447266,36.63666534423828,13.43575668334961,3,0.17886511981487274,8.394967079162598,12.07,1
-115.26952,33.82164,12,2010,20.809999465942383,19.559999465942383,47.220001220703125,39.8466682434082,8.164670944213867,3,0.2694496810436249,8.073122024536133,11.73,1
-118.292817,34.959255,7,2011,47.630001068115234,34.5099983215332,222.20999145507813,33.31666564941406,2.558264970779419,2,0.3919167220592499,7.900000095367432,16.6,1
-117.33175,34.92815,8,2011,0,38.59000015258789,168.02999877929688,36.426666259765625,12.3100004196167,4,0.25,8.300000190734863,19.12,1
